cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
39,-0.0007,-0.0004,100.0,643.4486,1596.2918,1405.4082,552.9641,2384.1824,9036.8839,47.7802,523.9865,2384.958,8123.1098,8.4195,392,39.06,23.419
40,-0.0007,-0.0004,100.0,643.4914,1596.4653,1405.5347,552.9273,2384.0804,9036.639,47.7884,524.0478,2384.8763,8122.7016,8.4195,392,39.06,23.419
41,-0.0007,-0.0004,100.0,643.5343,1596.6388,1405.6612,552.8906,2383.9784,9036.3941,47.7965,524.109,2384.7947,8122.2935,8.4195,392,39.06,23.419
42,-0.0007,-0.0004,100.0,643.5771,1596.8122,1405.7878,552.8539,2383.8763,9036.1492,47.8047,524.1702,2384.7131,8121.8853,8.4195,392,39.06,23.419
43,-0.0007,-0.0004,100.0,643.62,1596.9857,1405.9143,552.8171,2383.7743,9035.9043,47.8129,524.2314,2384.6314,8121.4771,8.4195,392,39.06,23.419
44,-0.0007,-0.0004,100.0,643.6629,1597.1592,1406.0408,552.7804,2383.6722,9035.6594,47.821,524.2927,2384.5498,8121.069,8.4195,392,39.06,23.419
45,-0.0007,-0.0004,100.0,643.7057,1597.3327,1406.1673,552.7437,2383.5702,9035.4145,47.8292,524.3539,2384.4682,8120.6608,8.4195,392,39.06,23.419
46,-0.0007,-0.0004,100.0,643.7486,1597.5061,1406.2939,552.7069,2383.4682,9035.1696,47.8373,524.4151,2384.3865,8120.2527,8.4195,392,39.06,23.419
47,-0.0007,-0.0004,100.0,643.7914,1597.6796,1406.4204,552.6702,2383.3661,9034.9247,47.8455,524.4763,2384.3049,8119.8445,8.4195,392,39.06,23.419
48,-0.0007,-0.0004,100.0,643.8343,1597.8531,1406.5469,552.6335,2383.2641,9034.6798,47.8537,524.5376,2384.2233,8119.4363,8.4195,392,39.06,23.419
49,-0.0007,-0.0004,100.0,643.8771,1598.0265,1406.6735,552.5967,2383.162,9034.4349,47.8618,524.5988,2384.1416,8119.0282,8.4195,392,39.06,23.419
50,-0.0007,-0.0004,100.0,643.92,1598.2,1406.8,552.56,2383.06,9034.19,47.87,524.66,2384.06,8118.62,8.4195,392,39.06,23.419
