cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
21,0.0001,0.0001,100.0,642.19,1583.05,1401.42,555.10,2388.00,9062.14,47.47,521.92,2388.03,8146.23,8.3660,392,38.88,23.3341
22,0.0035,0.0003,100.0,642.11,1584.51,1398.33,554.39,2388.02,9068.31,47.32,522.37,2388.02,8144.67,8.4137,391,39.12,23.3945
23,-0.0012,0.0005,100.0,641.58,1587.77,1403.87,554.90,2387.99,9060.32,47.43,521.91,2388.02,8142.37,8.4010,392,38.91,23.4000
24,0.0007,0.0001,100.0,642.31,1588.71,1394.77,554.65,2388.04,9062.80,47.33,521.76,2388.06,8146.57,8.3947,393,39.03,23.5177
25,0.0019,-0.0003,100.0,641.99,1586.16,1396.56,554.22,2388.01,9058.30,47.31,522.12,2387.99,8145.40,8.4108,392,38.99,23.3162
26,0.0002,-0.0002,100.0,642.71,1587.66,1402.97,554.19,2388.05,9062.86,47.15,521.37,2388.03,8144.46,8.4198,394,38.81,23.3262
27,-0.0024,0.0000,100.0,642.29,1576.63,1396.62,553.85,2388.01,9066.46,47.35,521.35,2388.03,8141.62,8.4035,391,39.07,23.3092
28,-0.0037,0.0006,100.0,642.32,1581.67,1404.75,554.67,2387.99,9062.84,47.26,522.61,2388.10,8144.29,8.3776,394,39.04,23.4860
29,-0.0011,-0.0001,100.0,642.24,1582.74,1397.69,554.47,2387.98,9065.21,47.23,521.81,2388.02,8144.22,8.3919,392,38.87,23.3341
30,-0.0029,0.0006,100.0,642.66,1589.95,1403.08,555.02,2388.07,9058.95,47.16,522.30,2387.99,8146.64,8.3877,391,38.78,23.3190
31,0.0019,0.0005,100.0,642.12,1589.42,1404.73,554.09,2387.99,9060.81,47.31,522.72,2388.05,8146.05,8.4474,392,38.97,23.4518
32,-0.0001,0.0002,100.0,642.32,1590.94,1393.61,554.24,2388.01,9062.97,47.30,521.79,2388.05,8144.88,8.3819,391,38.94,23.3977
33,-0.0002,0.0003,100.0,642.27,1590.24,1398.99,554.45,2388.03,9059.73,47.24,521.94,2387.99,8149.06,8.4064,393,39.00,23.3747
34,0.0012,-0.0002,100.0,642.52,1580.50,1397.65,553.60,2388.03,9070.92,47.40,521.60,2388.02,8148.31,8.4087,392,38.86,23.3931
35,0.0008,-0.0001,100.0,642.63,1585.67,1400.48,554.35,2388.05,9061.87,47.26,522.11,2388.01,8148.56,8.3977,392,38.96,23.3812
36,-0.0022,-0.0003,100.0,642.27,1584.13,1399.65,553.92,2388.04,9062.24,47.18,522.25,2388.00,8145.99,8.3838,393,39.09,23.3221
37,0.0025,0.0001,100.0,642.27,1579.21,1396.65,553.62,2388.06,9067.21,47.14,521.95,2388.08,8144.05,8.3982,392,38.81,23.4139
38,-0.0002,0.0001,100.0,642.13,1586.22,1395.81,554.13,2387.97,9064.40,47.23,522.01,2387.99,8147.63,8.4312,392,39.12,23.4488
39,-0.0044,-0.0003,100.0,642.28,1586.74,1393.89,554.69,2388.04,9067.21,47.25,521.54,2388.01,8149.44,8.4201,394,38.99,23.4591
40,0.0035,-0.0000,100.0,642.54,1586.38,1401.68,554.55,2388.02,9068.76,47.33,521.95,2388.11,8152.28,8.3792,393,38.95,23.2621
41,-0.0010,-0.0001,100.0,642.80,1595.35,1402.50,554.29,2387.97,9068.59,47.19,522.03,2388.02,8146.17,8.4018,391,39.00,23.3544
42,0.0007,-0.0000,100.0,642.19,1591.44,1402.31,554.44,2388.00,9066.21,47.30,521.82,2388.00,8145.52,8.3958,392,38.94,23.3341
43,-0.0003,0.0007,100.0,642.20,1593.25,1401.51,554.51,2388.01,9063.73,47.28,521.78,2388.02,8143.78,8.4058,391,39.00,23.4214
44,0.0006,0.0004,100.0,642.13,1582.50,1401.78,554.15,2388.08,9062.31,47.15,522.30,2388.05,8148.22,8.3994,393,39.03,23.2778
45,0.0022,-0.0002,100.0,642.57,1590.21,1401.35,554.04,2387.99,9064.66,47.32,521.77,2388.02,8147.82,8.4109,393,38.96,23.3150
46,0.0003,0.0002,100.0,642.43,1586.64,1403.50,554.58,2388.08,9066.16,47.23,522.20,2388.00,8142.27,8.3979,391,39.00,23.4339
47,0.0029,0.0006,100.0,642.82,1585.49,1396.85,553.80,2388.02,9060.44,47.29,522.31,2388.02,8150.01,8.4183,391,38.98,23.2952
48,0.0013,0.0007,100.0,641.70,1587.29,1396.96,554.06,2388.03,9073.44,47.22,522.80,2387.98,8142.50,8.4259,391,39.01,23.3870
49,-0.0005,-0.0000,100.0,642.02,1584.32,1394.60,554.79,2388.05,9064.06,47.32,522.34,2388.08,8147.68,8.4483,391,38.95,23.3022
50,0.0002,0.0004,100.0,641.99,1589.46,1410.16,553.91,2388.03,9064.42,47.41,521.60,2388.01,8145.35,8.4415,391,38.85,23.4647
51,-0.0006,0.0007,100.0,641.68,1584.41,1400.63,554.70,2388.06,9067.61,47.18,522.17,2388.03,8146.97,8.3930,392,39.02,23.4046
52,0.0003,0.0002,100.0,642.19,1576.96,1400.69,554.04,2388.04,9067.37,47.25,522.38,2387.97,8144.17,8.3899,392,38.97,23.3452
53,-0.0029,0.0006,100.0,642.30,1577.38,1404.88,554.14,2388.00,9068.23,47.37,521.92,2388.04,8142.75,8.3985,392,38.84,23.3067
54,-0.0010,0.0001,100.0,642.16,1593.02,1401.60,553.41,2388.01,9071.52,47.20,521.90,2388.00,8146.41,8.4381,391,39.01,23.5390
55,0.0004,-0.0000,100.0,642.36,1581.50,1399.98,553.91,2388.00,9070.75,47.31,522.37,2388.02,8146.24,8.4204,391,38.99,23.3630
56,0.0000,0.0001,100.0,641.93,1584.54,1398.67,554.02,2388.00,9066.75,47.16,522.21,2388.04,8146.93,8.4080,391,38.81,23.4267
57,-0.0014,-0.0003,100.0,642.91,1586.93,1403.54,553.79,2388.06,9060.08,47.36,522.31,2388.03,8147.65,8.4200,392,39.07,23.4498
58,0.0004,0.0002,100.0,642.35,1582.94,1403.18,554.06,2387.97,9068.73,47.47,522.03,2388.04,8144.19,8.4112,393,38.96,23.2887
59,0.0035,-0.0002,100.0,641.97,1583.93,1404.34,554.82,2388.01,9064.36,47.44,522.46,2388.04,8144.52,8.4678,393,38.90,23.5101
60,0.0008,-0.0002,100.0,642.10,1588.18,1405.38,554.34,2388.00,9061.54,47.10,522.19,2388.01,8149.13,8.4262,393,39.05,23.2553
61,-0.0001,-0.0002,100.0,642.37,1586.59,1403.41,553.83,2388.02,9065.20,47.29,521.41,2388.06,8151.04,8.4124,391,38.98,23.4704
62,-0.0054,0.0000,100.0,642.39,1589.50,1398.15,554.39,2388.04,9064.85,47.15,522.01,2388.01,8147.39,8.4138,391,38.93,23.4434
63,0.0030,0.0006,100.0,642.67,1592.70,1395.59,554.60,2388.07,9067.40,47.34,522.00,2388.07,8147.54,8.3930,391,38.99,23.3746
64,-0.0025,-0.0001,100.0,642.40,1580.95,1403.54,553.29,2388.06,9064.50,47.47,522.20,2388.02,8147.80,8.4035,390,39.01,23.3863
65,0.0011,0.0001,100.0,642.28,1587.92,1394.86,553.78,2388.00,9066.64,47.24,522.50,2388.04,8148.19,8.4053,393,38.90,23.3087
66,0.0008,0.0004,100.0,642.74,1588.79,1398.79,553.89,2388.06,9068.71,47.42,521.73,2388.04,8149.79,8.4301,391,38.92,23.4099
67,-0.0010,0.0006,100.0,642.23,1588.77,1396.46,553.63,2388.06,9070.61,47.38,521.91,2388.01,8149.12,8.4359,393,38.85,23.3692
68,-0.0008,0.0000,100.0,642.17,1588.02,1405.98,553.81,2388.03,9072.39,47.23,522.31,2388.03,8146.43,8.4312,393,39.09,23.4050
69,-0.0030,0.0001,100.0,642.32,1583.87,1400.79,554.62,2387.96,9070.63,47.37,521.86,2388.03,8148.07,8.3787,393,39.03,23.3244
70,0.0011,0.0004,100.0,642.05,1587.28,1402.65,554.56,2388.03,9072.21,47.24,522.93,2388.05,8147.00,8.4173,393,38.97,23.3095
71,-0.0004,0.0006,100.0,642.78,1584.35,1404.61,554.47,2388.05,9069.24,47.21,521.45,2388.02,8141.44,8.4432,391,38.87,23.4470
72,-0.0012,0.0005,100.0,642.07,1587.12,1407.87,554.21,2388.03,9060.36,47.22,522.09,2388.03,8149.19,8.3672,392,38.79,23.4441
73,0.0038,0.0000,100.0,642.69,1589.11,1398.76,554.50,2387.99,9060.08,47.36,522.27,2388.00,8154.48,8.3915,392,38.95,23.3244
74,-0.0009,0.0002,100.0,642.18,1591.67,1394.60,553.65,2388.04,9068.35,47.39,521.87,2388.08,8146.33,8.3926,393,38.99,23.3885
75,0.0014,0.0006,100.0,642.30,1585.15,1394.84,553.43,2388.08,9064.90,47.42,522.17,2387.98,8154.46,8.3862,391,38.93,23.4908
76,-0.0020,0.0003,100.0,642.31,1580.98,1402.40,554.45,2388.02,9074.01,47.40,521.93,2387.98,8151.64,8.4331,392,38.89,23.3660
