cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
23,-0.0040,-0.0005,100.0,642.86,1584.01,1403.07,553.71,2388.08,9045.08,47.33,522.00,2388.10,8134.53,8.4157,394,38.86,23.3224
24,0.0009,-0.0003,100.0,642.54,1588.91,1404.47,553.91,2388.10,9058.31,47.42,521.32,2388.06,8135.56,8.4416,394,38.88,23.2652
25,0.0008,-0.0005,100.0,642.27,1589.75,1406.69,553.72,2388.11,9060.05,47.48,521.67,2387.96,8137.04,8.4057,392,38.95,23.2975
26,-0.0002,-0.0000,100.0,642.52,1587.78,1407.07,553.62,2388.06,9057.12,47.50,521.88,2388.05,8139.47,8.4311,393,39.00,23.5264
27,0.0052,-0.0002,100.0,641.90,1592.00,1404.70,553.52,2388.06,9059.12,47.30,521.55,2388.06,8133.85,8.4318,393,38.77,23.2778
28,0.0023,-0.0004,100.0,642.24,1584.93,1409.42,554.30,2388.08,9049.32,47.43,521.74,2388.00,8135.89,8.4467,394,38.81,23.1811
29,-0.0027,0.0003,100.0,642.40,1591.76,1405.16,553.51,2388.04,9056.54,47.27,521.43,2388.07,8137.43,8.4304,392,38.68,23.2943
30,0.0006,-0.0001,100.0,642.56,1583.37,1406.10,553.13,2388.07,9051.20,47.47,521.92,2388.08,8134.79,8.4519,393,38.84,23.3576
31,-0.0019,0.0004,100.0,642.16,1581.97,1408.21,553.58,2388.04,9052.23,47.46,521.49,2388.05,8135.62,8.4294,392,38.87,23.3390
32,0.0024,0.0004,100.0,642.66,1590.15,1398.97,554.78,2388.03,9054.16,47.47,521.45,2388.05,8132.69,8.3858,392,38.88,23.2779
33,0.0010,0.0004,100.0,642.35,1585.39,1406.28,553.17,2388.10,9055.00,47.26,521.84,2388.12,8133.88,8.3938,392,39.08,23.3136
34,0.0019,-0.0002,100.0,642.28,1588.45,1400.48,554.48,2388.06,9061.38,47.55,521.01,2388.02,8136.59,8.4367,393,39.07,23.3657
35,0.0007,-0.0002,100.0,641.81,1591.32,1401.98,554.07,2388.06,9052.32,47.30,522.13,2388.05,8137.44,8.4174,393,38.97,23.3478
36,0.0008,0.0002,100.0,641.82,1587.91,1403.83,554.21,2388.06,9058.70,47.35,522.03,2388.02,8133.95,8.4377,391,38.91,23.3282
37,0.0004,0.0000,100.0,642.42,1592.51,1406.13,553.71,2388.05,9049.56,47.26,521.88,2388.04,8135.72,8.4175,392,38.76,23.3000
38,0.0012,-0.0005,100.0,642.38,1583.74,1404.60,553.92,2388.13,9049.55,47.30,521.71,2388.07,8137.76,8.4245,393,38.99,23.4170
39,0.0010,-0.0000,100.0,642.50,1585.11,1405.55,553.34,2388.06,9062.75,47.49,521.50,2388.08,8138.33,8.4436,394,38.97,23.2689
40,0.0003,0.0004,100.0,642.75,1586.31,1406.99,553.67,2388.10,9053.23,47.47,521.91,2388.09,8136.44,8.4507,392,38.90,23.3433
41,-0.0027,-0.0004,100.0,642.65,1588.22,1413.07,553.83,2388.08,9055.98,47.62,521.39,2387.98,8138.81,8.3964,392,38.87,23.3145
42,0.0007,0.0002,100.0,642.61,1585.56,1404.23,553.57,2388.08,9049.98,47.37,522.09,2388.05,8133.10,8.4313,393,38.78,23.2324
43,-0.0023,-0.0003,100.0,642.24,1593.70,1400.50,553.63,2388.09,9059.13,47.48,521.29,2388.12,8136.02,8.4289,393,38.84,23.1999
44,-0.0066,0.0002,100.0,642.49,1585.17,1412.38,553.14,2388.08,9052.04,47.48,521.53,2388.10,8136.38,8.3979,392,38.70,23.3104
45,0.0005,-0.0003,100.0,642.17,1587.05,1403.28,553.98,2388.06,9050.59,47.35,521.74,2388.11,8135.23,8.4056,393,38.86,23.2882
46,-0.0045,-0.0004,100.0,642.33,1592.98,1399.17,553.62,2388.03,9056.92,47.50,521.96,2388.11,8135.70,8.4347,394,38.93,23.3243
47,0.0018,-0.0002,100.0,642.42,1586.72,1405.38,553.85,2388.06,9051.39,47.61,521.38,2388.14,8133.88,8.4324,392,38.94,23.4244
48,0.0008,0.0003,100.0,642.65,1595.11,1401.33,554.03,2388.08,9055.22,47.28,521.54,2388.03,8134.25,8.4133,392,38.75,23.4050
49,0.0004,0.0004,100.0,642.58,1585.97,1405.32,554.21,2388.05,9052.60,47.48,521.81,2388.04,8138.43,8.4405,392,38.97,23.3752
50,-0.0003,-0.0003,100.0,642.00,1592.66,1407.99,553.39,2388.11,9057.01,47.46,521.84,2388.09,8133.25,8.4796,393,39.05,23.3466
51,-0.0006,-0.0005,100.0,642.49,1586.17,1408.48,553.39,2388.10,9053.62,47.46,521.63,2388.08,8133.54,8.4104,393,39.02,23.3278
52,-0.0031,0.0002,100.0,642.13,1583.16,1402.22,553.31,2388.09,9050.03,47.68,521.46,2388.06,8127.70,8.4303,394,38.83,23.3346
53,0.0008,-0.0004,100.0,641.78,1589.45,1409.85,553.89,2388.07,9059.18,47.30,521.51,2388.02,8136.36,8.4611,394,38.83,23.2763
54,0.0011,0.0003,100.0,642.44,1593.24,1406.92,554.26,2388.11,9053.25,47.65,521.64,2388.06,8133.75,8.4262,393,38.88,23.3490
55,-0.0037,0.0004,100.0,642.73,1587.36,1404.07,553.49,2388.11,9048.37,47.40,521.79,2388.03,8138.18,8.3987,393,38.67,23.4146
56,0.0001,0.0003,100.0,642.40,1585.33,1399.58,554.22,2388.07,9052.70,47.54,521.75,2388.07,8133.46,8.4224,393,38.77,23.4196
57,-0.0004,0.0004,100.0,642.18,1581.49,1403.31,553.85,2388.09,9055.36,47.45,521.70,2388.10,8140.64,8.4215,393,38.88,23.2929
58,0.0020,-0.0003,100.0,642.67,1584.86,1406.59,553.79,2388.09,9054.78,47.33,522.00,2388.04,8126.55,8.4507,394,38.77,23.3804
59,-0.0015,-0.0001,100.0,642.52,1589.16,1406.79,553.01,2388.03,9052.53,47.49,521.70,2388.10,8138.49,8.4350,392,38.85,23.3378
60,0.0006,0.0003,100.0,642.29,1589.17,1406.70,554.11,2388.13,9050.69,47.16,522.20,2388.07,8137.40,8.4407,393,38.77,23.3608
61,-0.0010,0.0000,100.0,642.64,1586.05,1399.57,553.71,2388.15,9049.60,47.41,521.45,2388.08,8133.94,8.4182,394,38.89,23.3308
62,0.0005,-0.0002,100.0,642.94,1586.85,1403.12,553.26,2388.11,9050.13,47.31,521.89,2388.09,8132.40,8.4292,393,39.05,23.3168
63,0.0012,0.0002,100.0,642.31,1591.29,1397.41,554.75,2388.06,9055.07,47.51,522.30,2388.03,8140.05,8.4186,392,38.76,23.2982
64,0.0015,0.0004,100.0,643.07,1587.02,1409.59,553.55,2388.10,9048.47,47.35,522.01,2388.09,8132.63,8.4446,392,38.85,23.2975
65,-0.0019,-0.0004,100.0,642.90,1579.83,1396.23,553.84,2388.11,9058.54,47.45,521.80,2388.07,8132.30,8.4249,393,38.79,23.2838
66,-0.0020,-0.0004,100.0,642.83,1588.77,1408.31,553.94,2388.06,9057.88,47.61,521.72,2388.03,8129.88,8.4257,393,38.94,23.3613
67,-0.0019,-0.0003,100.0,642.60,1588.22,1407.37,553.79,2388.18,9060.33,47.50,521.62,2388.06,8140.03,8.4534,392,38.87,23.2766
68,0.0001,0.0001,100.0,642.61,1592.15,1398.77,553.79,2388.13,9058.18,47.37,522.22,2388.04,8134.70,8.4683,392,38.91,23.3206
69,0.0035,-0.0005,100.0,642.32,1582.78,1407.31,553.22,2388.03,9054.45,47.49,521.57,2388.07,8137.88,8.4365,393,38.86,23.2764
70,0.0031,0.0003,100.0,642.99,1580.93,1410.60,553.93,2388.04,9053.99,47.43,521.63,2388.09,8142.20,8.4041,394,38.71,23.3920
71,0.0030,-0.0000,100.0,642.37,1581.98,1409.89,553.92,2388.13,9061.37,47.37,522.05,2388.10,8138.08,8.4352,393,38.91,23.3349
72,0.0026,0.0002,100.0,642.33,1591.82,1407.37,553.88,2388.07,9059.75,47.62,521.95,2388.12,8134.71,8.4476,393,39.02,23.3438
73,0.0002,-0.0003,100.0,642.71,1590.47,1406.59,553.37,2388.14,9055.30,47.58,521.92,2388.10,8135.25,8.4151,392,38.63,23.3272
74,-0.0014,-0.0000,100.0,642.68,1589.48,1410.52,554.46,2388.08,9055.79,47.49,521.43,2388.03,8136.26,8.4458,391,39.06,23.3570
75,-0.0019,0.0002,100.0,642.67,1588.68,1402.85,553.87,2388.13,9056.43,47.37,521.27,2388.08,8136.59,8.4315,391,38.77,23.2906
76,-0.0017,-0.0001,100.0,642.28,1581.93,1408.66,552.98,2388.06,9043.53,47.45,521.73,2388.04,8131.99,8.4233,392,39.00,23.4259
77,0.0008,0.0004,100.0,642.19,1584.70,1413.79,553.63,2388.07,9048.61,47.36,522.00,2388.07,8133.14,8.4708,394,38.76,23.3098
78,-0.0020,-0.0003,100.0,641.73,1589.16,1400.27,553.19,2388.03,9048.28,47.23,521.84,2388.11,8137.57,8.4548,392,38.99,23.3025
79,0.0043,-0.0001,100.0,642.92,1592.24,1406.15,553.20,2388.09,9054.00,47.30,522.26,2388.07,8133.00,8.3988,393,38.81,23.3245
80,0.0007,-0.0004,100.0,642.92,1590.36,1398.82,553.95,2388.07,9047.43,47.52,522.03,2388.13,8129.15,8.4181,391,39.19,23.3041
81,-0.0028,-0.0002,100.0,642.46,1583.73,1406.36,553.98,2388.05,9061.07,47.40,521.73,2388.11,8137.54,8.4316,392,38.82,23.3180
82,-0.0031,0.0004,100.0,643.14,1592.75,1403.19,553.36,2388.07,9053.57,47.51,521.86,2388.02,8139.28,8.4405,392,38.89,23.3191
83,0.0066,0.0004,100.0,642.26,1590.62,1406.79,553.59,2388.02,9054.40,47.39,521.77,2388.09,8137.09,8.4385,391,38.79,23.2127
84,-0.0058,0.0003,100.0,642.84,1590.37,1405.43,554.10,2388.04,9061.72,47.39,521.75,2388.04,8137.85,8.4110,393,38.98,23.3541
85,0.0030,0.0004,100.0,642.88,1595.16,1402.37,553.73,2388.11,9053.87,47.37,522.05,2388.11,8139.62,8.4437,391,38.89,23.3660
86,-0.0045,-0.0003,100.0,642.72,1586.57,1412.97,553.54,2388.08,9063.13,47.18,521.51,2388.09,8137.16,8.4494,394,38.70,23.3439
87,0.0015,-0.0003,100.0,642.85,1592.68,1404.11,553.70,2388.03,9051.73,47.36,521.65,2388.07,8130.35,8.4226,391,38.80,23.3024
88,0.0034,-0.0003,100.0,641.97,1592.86,1412.24,553.44,2388.11,9049.13,47.48,521.35,2388.10,8134.39,8.4114,393,38.86,23.3350
89,0.0033,0.0003,100.0,642.28,1590.05,1406.69,553.23,2388.08,9054.02,47.65,521.19,2388.09,8136.47,8.3732,391,38.81,23.2736
90,0.0007,-0.0002,100.0,642.47,1590.52,1408.57,553.88,2388.03,9053.87,47.51,521.48,2388.07,8132.88,8.4574,393,38.99,23.3459
91,-0.0012,0.0001,100.0,642.97,1594.38,1401.94,554.03,2388.09,9045.68,47.53,521.88,2388.08,8134.69,8.4266,392,38.78,23.3728
92,-0.0026,-0.0001,100.0,641.44,1587.63,1402.68,552.84,2388.08,9053.69,47.45,521.28,2388.10,8133.77,8.4493,391,39.00,23.3655
93,0.0009,-0.0004,100.0,642.74,1590.78,1410.41,552.83,2388.04,9042.97,47.50,522.09,2388.08,8140.45,8.4475,393,38.78,23.3961
94,0.0006,0.0004,100.0,642.64,1592.90,1405.93,553.81,2388.08,9052.53,47.48,521.88,2388.09,8137.88,8.4363,394,38.83,23.4922
95,-0.0031,-0.0002,100.0,642.17,1590.05,1405.55,554.25,2388.08,9049.91,47.56,521.46,2388.01,8128.66,8.4132,393,38.69,23.3799
96,0.0026,0.0003,100.0,642.88,1593.46,1401.66,553.93,2388.13,9056.15,47.51,521.74,2388.09,8134.72,8.4615,393,38.78,23.3265
97,-0.0021,-0.0003,100.0,642.86,1588.99,1405.59,554.35,2388.11,9052.90,47.57,521.61,2388.13,8129.08,8.4649,393,38.68,23.3126
98,-0.0012,0.0000,100.0,642.42,1583.65,1408.51,554.61,2388.07,9050.89,47.44,521.98,2388.06,8136.60,8.4471,393,38.75,23.3672
99,-0.0018,-0.0002,100.0,642.19,1597.22,1405.74,552.85,2388.10,9058.62,47.32,521.72,2388.07,8131.50,8.4465,394,38.96,23.2629
100,0.0012,-0.0004,100.0,642.47,1584.03,1410.24,552.87,2388.07,9050.16,47.52,521.30,2388.07,8128.09,8.4320,392,38.82,23.1949
101,0.0009,-0.0001,100.0,642.69,1589.47,1409.94,553.80,2388.10,9049.10,47.38,521.54,2388.16,8132.45,8.4420,393,38.80,23.3373
102,0.0026,0.0001,100.0,642.54,1589.79,1411.24,553.56,2388.09,9053.00,47.59,521.53,2388.12,8137.20,8.4548,393,38.89,23.2600
103,0.0004,0.0001,100.0,642.46,1585.24,1402.93,553.80,2388.05,9052.88,47.39,521.67,2388.05,8133.82,8.4332,394,38.90,23.2667
104,-0.0019,-0.0004,100.0,642.96,1586.23,1406.79,554.14,2388.07,9049.94,47.62,521.20,2388.08,8128.97,8.4736,394,39.02,23.3658
105,0.0001,-0.0003,100.0,642.55,1592.95,1410.87,553.81,2388.10,9053.41,47.53,521.95,2388.12,8131.71,8.4121,392,38.77,23.2315
106,0.0045,0.0001,100.0,642.63,1590.06,1403.37,553.27,2388.07,9057.19,47.48,521.64,2388.08,8139.81,8.4546,392,38.76,23.3162
107,-0.0025,-0.0004,100.0,643.08,1591.61,1413.08,553.65,2388.08,9056.96,47.62,521.43,2388.11,8135.47,8.4281,392,38.72,23.3171
108,0.0020,0.0001,100.0,642.26,1587.25,1406.84,553.61,2388.09,9051.70,47.53,521.41,2388.12,8134.93,8.4399,393,38.59,23.3111
109,-0.0010,-0.0005,100.0,642.58,1586.46,1404.69,553.82,2388.13,9054.61,47.55,520.81,2388.13,8140.65,8.4073,393,38.79,23.2894
110,-0.0001,0.0001,100.0,642.62,1586.92,1408.63,553.34,2388.11,9056.86,47.54,521.98,2388.09,8132.44,8.4437,392,38.97,23.3567
111,-0.0005,-0.0002,100.0,642.56,1590.41,1408.88,553.51,2388.10,9050.45,47.57,521.74,2388.15,8132.41,8.3905,393,38.82,23.2900
112,0.0035,-0.0004,100.0,641.98,1585.49,1404.36,553.78,2388.14,9055.09,47.42,521.91,2388.10,8142.39,8.4446,391,38.92,23.3573
113,0.0036,-0.0005,100.0,642.54,1592.11,1406.83,554.16,2388.10,9050.64,47.58,521.11,2388.06,8136.32,8.4265,393,38.74,23.3202
114,0.0032,0.0000,100.0,642.17,1592.82,1406.86,553.54,2388.06,9058.25,47.45,521.93,2388.13,8133.98,8.4484,393,38.85,23.3213
115,-0.0060,-0.0005,100.0,642.30,1585.13,1405.01,553.84,2388.11,9055.52,47.41,521.33,2388.12,8133.70,8.4221,392,38.94,23.2740
116,0.0014,-0.0004,100.0,642.51,1593.13,1406.79,553.60,2388.12,9050.34,47.42,521.70,2388.09,8134.91,8.4424,392,38.89,23.2787
117,-0.0005,0.0001,100.0,642.43,1587.18,1412.25,553.94,2388.10,9052.91,47.46,521.77,2388.13,8132.32,8.4495,393,38.85,23.2540
118,0.0008,0.0004,100.0,642.99,1589.84,1407.99,553.42,2388.08,9058.07,47.44,521.99,2388.10,8136.10,8.4362,393,38.97,23.3281
119,0.0005,0.0002,100.0,642.33,1589.36,1406.10,553.33,2388.09,9063.23,47.32,521.82,2388.10,8133.22,8.4436,393,38.91,23.2508
120,-0.0020,0.0000,100.0,642.80,1586.05,1403.31,553.53,2388.09,9056.06,47.50,521.31,2388.09,8134.90,8.4192,392,38.96,23.2688
121,0.0011,-0.0001,100.0,643.16,1589.07,1413.56,553.61,2388.09,9057.00,47.60,521.34,2388.06,8142.73,8.4481,393,39.01,23.3731
122,0.0018,-0.0003,100.0,643.07,1586.34,1410.80,553.01,2388.09,9056.93,47.62,521.07,2388.13,8135.92,8.4378,392,38.91,23.3137
123,0.0010,-0.0002,100.0,642.59,1596.05,1404.54,552.64,2388.09,9050.53,47.45,521.50,2388.09,8138.45,8.3962,391,38.62,23.2481
124,0.0000,-0.0004,100.0,642.73,1582.71,1410.49,553.82,2388.09,9048.95,47.52,521.59,2388.14,8129.96,8.4122,393,38.74,23.2407
125,0.0000,0.0002,100.0,642.60,1582.61,1412.39,553.02,2388.19,9055.38,47.43,521.44,2388.11,8131.96,8.4330,395,38.73,23.2779
126,0.0003,-0.0002,100.0,642.77,1596.39,1405.76,552.89,2388.07,9059.21,47.67,521.25,2388.17,8135.22,8.4333,392,38.95,23.3858
127,0.0038,0.0002,100.0,642.72,1589.48,1411.20,552.74,2388.13,9060.47,47.63,521.47,2388.13,8128.04,8.4423,395,38.74,23.3542
128,0.0022,-0.0002,100.0,642.36,1592.29,1408.88,553.83,2388.10,9055.65,47.63,521.51,2388.09,8130.22,8.4393,393,39.13,23.3416
129,0.0027,0.0004,100.0,642.62,1597.10,1413.44,552.98,2388.12,9050.93,47.63,520.95,2388.10,8134.00,8.4941,392,38.92,23.3795
130,-0.0032,-0.0001,100.0,642.99,1586.18,1408.89,552.25,2388.07,9061.56,47.56,522.20,2388.12,8136.81,8.4699,394,38.79,23.2114
131,0.0028,0.0001,100.0,642.42,1585.51,1406.57,553.88,2388.11,9054.59,47.64,520.97,2388.02,8131.13,8.4617,393,38.76,23.2356
132,-0.0010,-0.0004,100.0,642.07,1596.37,1407.20,553.40,2388.11,9054.53,47.40,521.19,2388.11,8136.44,8.4456,393,38.79,23.3349
133,-0.0019,0.0002,100.0,642.59,1589.46,1412.70,553.43,2388.15,9048.75,47.43,521.81,2388.12,8135.36,8.4297,393,38.82,23.3454
134,0.0018,-0.0003,100.0,642.96,1587.81,1404.82,553.57,2388.11,9049.99,47.52,521.03,2388.06,8129.85,8.4341,393,38.72,23.2247
135,-0.0006,0.0003,100.0,642.71,1586.70,1405.30,552.49,2388.10,9048.10,47.53,521.19,2388.10,8133.82,8.4619,392,39.07,23.2431
136,0.0019,-0.0002,100.0,643.20,1599.11,1409.32,553.60,2388.09,9057.32,47.57,521.78,2388.15,8133.41,8.4584,394,38.77,23.3786
137,-0.0025,0.0004,100.0,643.16,1595.22,1412.60,553.51,2388.12,9049.09,47.55,522.03,2388.09,8139.78,8.4340,395,38.80,23.3272
138,0.0018,-0.0004,100.0,642.45,1583.04,1405.97,553.38,2388.13,9056.57,47.52,521.49,2388.12,8133.34,8.4162,394,38.81,23.2511
139,-0.0007,-0.0003,100.0,643.42,1588.17,1412.06,553.57,2388.15,9050.66,47.45,521.28,2388.09,8128.09,8.4320,394,38.82,23.2037
140,-0.0056,-0.0005,100.0,642.90,1587.41,1409.01,553.60,2388.16,9049.98,47.49,521.28,2388.08,8130.96,8.4169,391,38.76,23.3008
141,-0.0005,-0.0001,100.0,642.38,1590.17,1417.33,553.12,2388.12,9053.93,47.37,521.53,2388.14,8137.22,8.4642,392,38.76,23.3021
142,-0.0017,-0.0005,100.0,642.84,1584.11,1406.13,553.44,2388.13,9052.61,47.52,521.63,2388.11,8136.69,8.4172,394,38.91,23.2737
143,0.0030,-0.0002,100.0,642.44,1591.93,1416.68,552.64,2388.12,9052.77,47.42,521.39,2388.17,8139.67,8.4355,393,38.87,23.2571
144,-0.0007,0.0004,100.0,642.80,1587.32,1406.50,552.52,2388.13,9061.60,47.65,520.79,2388.07,8139.71,8.3988,394,38.83,23.3113
145,-0.0016,-0.0000,100.0,642.58,1593.25,1411.76,553.16,2388.07,9057.75,47.49,521.27,2388.11,8128.23,8.4123,393,38.79,23.4085
146,-0.0021,-0.0002,100.0,642.55,1586.57,1410.28,554.12,2388.13,9052.30,47.56,520.82,2388.11,8132.05,8.4175,394,38.74,23.3000
147,-0.0003,-0.0003,100.0,642.86,1592.46,1402.77,553.31,2388.12,9054.22,47.53,521.66,2388.07,8136.13,8.4484,394,38.87,23.2971
