cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
23,0.0008,-0.0001,100.0,642.63,1587.18,1404.02,554.46,2388.04,9055.07,47.33,521.79,2388.08,8139.69,8.4130,392,38.95,23.4283
24,0.0010,-0.0001,100.0,642.49,1584.35,1396.52,553.63,2388.01,9054.82,47.16,522.13,2388.04,8143.72,8.3848,392,38.98,23.3199
25,0.0005,-0.0001,100.0,642.33,1583.20,1401.98,554.09,2388.06,9063.51,47.36,521.94,2388.07,8139.03,8.4103,393,38.99,23.3375
26,0.0004,0.0002,100.0,642.20,1588.17,1399.03,554.32,2388.11,9057.63,47.17,521.67,2388.08,8140.73,8.4561,393,39.08,23.3851
27,-0.0028,0.0002,100.0,642.65,1579.05,1399.18,554.76,2388.07,9054.88,47.43,522.28,2388.09,8135.95,8.4000,393,39.02,23.3691
28,0.0026,-0.0002,100.0,643.07,1584.53,1397.60,554.24,2388.05,9054.04,47.48,522.11,2388.13,8142.13,8.4018,391,38.75,23.5374
29,0.0004,-0.0002,100.0,642.52,1581.88,1406.66,554.68,2388.01,9057.08,47.36,522.42,2388.11,8142.29,8.4239,392,38.98,23.2999
30,-0.0032,-0.0004,100.0,642.45,1589.40,1398.67,554.49,2388.07,9061.60,47.25,521.75,2388.04,8139.16,8.4267,393,38.90,23.4163
31,-0.0003,-0.0001,100.0,642.10,1581.48,1404.84,553.76,2388.13,9061.82,47.35,522.12,2388.04,8141.55,8.4326,391,38.87,23.2459
32,0.0006,-0.0005,100.0,642.45,1587.25,1406.95,553.23,2388.03,9063.44,47.29,521.91,2388.02,8139.77,8.3926,392,38.95,23.4177
33,0.0032,0.0002,100.0,642.60,1591.05,1395.96,553.55,2388.01,9054.44,47.28,521.85,2388.04,8136.99,8.4344,393,39.02,23.3844
34,0.0020,-0.0002,100.0,642.31,1578.73,1398.32,554.31,2388.03,9055.70,47.39,521.97,2388.10,8144.79,8.4056,393,38.98,23.3522
35,0.0034,0.0004,100.0,642.34,1581.29,1403.60,553.39,2388.04,9057.52,47.17,521.88,2388.04,8143.55,8.4209,393,38.93,23.3455
36,0.0000,-0.0004,100.0,642.24,1585.67,1400.28,553.67,2388.04,9057.44,47.27,521.59,2388.00,8138.22,8.4124,393,39.12,23.3566
37,-0.0015,-0.0004,100.0,642.48,1584.99,1395.15,554.34,2388.01,9062.70,47.38,522.13,2388.06,8141.95,8.4153,391,38.93,23.4317
38,0.0017,0.0000,100.0,642.15,1583.64,1394.51,553.95,2388.02,9061.92,47.47,522.15,2388.04,8133.61,8.4127,391,38.87,23.4390
39,-0.0011,-0.0005,100.0,642.41,1590.17,1395.72,554.75,2387.99,9058.65,47.27,522.14,2388.09,8140.47,8.3995,392,38.87,23.3715
40,-0.0006,0.0003,100.0,641.76,1587.47,1407.82,553.06,2388.02,9071.98,47.30,522.17,2388.10,8138.20,8.4260,393,38.74,23.3231
41,-0.0019,0.0003,100.0,642.38,1585.75,1404.62,553.84,2388.02,9063.67,47.37,522.03,2388.06,8142.20,8.3917,392,38.91,23.3278
42,-0.0028,-0.0001,100.0,642.77,1595.95,1399.21,553.53,2388.11,9053.32,47.32,522.14,2388.07,8134.67,8.4247,392,38.95,23.4647
43,-0.0048,0.0002,100.0,642.76,1578.27,1396.72,554.34,2388.00,9059.10,47.51,521.59,2388.01,8139.05,8.4359,392,38.92,23.4137
44,0.0043,0.0005,100.0,641.99,1582.66,1407.04,554.30,2388.08,9059.07,47.33,522.29,2388.09,8136.55,8.4304,393,38.92,23.3726
45,0.0007,-0.0000,100.0,642.60,1580.96,1408.81,553.72,2388.09,9061.92,47.34,521.52,2388.08,8140.51,8.4072,393,39.02,23.4176
46,-0.0029,0.0001,100.0,642.20,1586.91,1397.98,553.98,2388.00,9057.74,47.38,522.76,2388.01,8138.09,8.4279,393,39.02,23.2735
47,-0.0024,-0.0003,100.0,642.18,1588.09,1407.09,554.12,2388.06,9058.37,47.26,521.93,2388.04,8136.14,8.4388,392,38.91,23.3616
48,-0.0034,-0.0004,100.0,642.69,1582.50,1393.92,553.65,2388.08,9062.55,47.33,522.34,2388.05,8148.94,8.4426,390,38.93,23.3803
49,-0.0003,0.0003,100.0,642.78,1599.56,1404.74,553.83,2388.03,9056.52,47.49,521.62,2388.13,8139.05,8.4054,393,39.05,23.2762
50,-0.0010,0.0001,100.0,642.10,1587.44,1403.79,553.37,2388.03,9064.27,47.49,521.95,2388.06,8142.05,8.3883,394,38.84,23.3568
51,0.0019,-0.0003,100.0,642.06,1587.32,1398.56,554.05,2388.00,9056.10,47.21,522.18,2388.01,8141.36,8.4254,391,39.21,23.3270
52,0.0001,-0.0000,100.0,642.28,1591.04,1398.92,553.82,2388.07,9054.49,47.41,521.27,2388.02,8136.51,8.4325,393,39.14,23.2776
53,-0.0000,-0.0004,100.0,642.55,1584.72,1405.33,554.52,2388.01,9065.45,47.31,522.19,2388.10,8140.20,8.4293,393,38.94,23.4062
54,-0.0022,-0.0002,100.0,642.37,1589.00,1400.31,553.00,2388.05,9065.45,47.17,521.61,2388.10,8143.55,8.4601,392,38.99,23.4024
55,-0.0025,-0.0003,100.0,642.30,1583.91,1397.20,553.74,2388.05,9053.73,47.28,521.98,2388.04,8134.06,8.4426,392,38.93,23.3541
56,0.0021,0.0001,100.0,642.37,1584.63,1403.48,553.38,2388.07,9050.52,47.44,522.03,2388.06,8143.08,8.4499,392,39.07,23.4391
57,-0.0032,-0.0004,100.0,642.31,1591.42,1398.72,554.41,2388.05,9056.81,47.48,521.98,2388.04,8137.03,8.4269,392,38.96,23.3745
58,-0.0038,0.0001,100.0,642.48,1590.94,1401.12,554.62,2388.01,9066.89,47.40,521.57,2388.07,8143.55,8.4223,392,38.95,23.4097
59,0.0008,0.0003,100.0,642.27,1582.26,1394.06,553.42,2388.04,9055.53,47.27,521.75,2388.09,8142.72,8.3889,393,38.89,23.2851
60,-0.0009,0.0002,100.0,642.69,1590.32,1403.46,554.28,2388.10,9056.30,47.34,522.08,2388.02,8142.07,8.3944,392,38.93,23.3128
61,0.0011,0.0002,100.0,642.42,1586.02,1395.40,554.12,2388.00,9055.04,47.54,521.29,2388.07,8143.95,8.4442,393,38.87,23.3786
62,-0.0020,0.0003,100.0,642.57,1582.65,1406.85,554.84,2388.08,9056.45,47.17,521.93,2388.10,8136.11,8.4131,392,39.01,23.3008
63,-0.0023,0.0004,100.0,642.57,1583.99,1400.88,553.23,2388.07,9060.93,47.34,522.08,2388.02,8139.96,8.4185,392,38.92,23.4578
64,0.0004,-0.0003,100.0,642.33,1589.22,1403.03,553.28,2388.12,9057.74,47.37,521.73,2388.07,8137.28,8.4364,392,38.97,23.3413
65,-0.0017,0.0001,100.0,642.39,1578.58,1407.72,553.48,2388.04,9057.48,47.46,522.13,2388.04,8137.34,8.4044,393,38.69,23.3216
66,-0.0011,0.0005,100.0,642.33,1583.63,1409.52,554.05,2388.06,9053.50,47.36,521.72,2388.06,8136.78,8.4072,392,38.81,23.3435
67,-0.0004,0.0001,100.0,642.20,1587.58,1412.42,554.13,2388.04,9052.48,47.33,521.67,2388.07,8143.23,8.4242,393,38.98,23.4081
68,-0.0033,0.0003,100.0,642.26,1583.61,1398.66,553.92,2388.05,9056.06,47.47,522.08,2388.02,8138.56,8.4238,392,39.04,23.3239
69,-0.0039,0.0004,100.0,642.09,1583.05,1409.76,554.28,2388.04,9055.83,47.25,521.86,2388.06,8138.07,8.4334,390,39.17,23.4056
70,0.0006,-0.0001,100.0,642.62,1580.51,1407.60,554.58,2388.07,9060.52,47.38,521.89,2388.08,8144.69,8.4172,394,38.99,23.2578
71,-0.0029,0.0004,100.0,642.73,1589.42,1401.14,554.00,2388.05,9052.57,47.26,521.76,2388.06,8144.23,8.4444,392,38.89,23.2981
72,-0.0008,-0.0003,100.0,642.60,1580.02,1408.89,554.42,2388.05,9055.29,47.40,521.33,2388.06,8140.04,8.4143,392,38.79,23.3174
73,0.0042,0.0004,100.0,642.63,1587.44,1407.38,554.12,2388.12,9063.03,47.33,521.94,2388.07,8136.76,8.4195,393,38.89,23.3653
74,0.0030,-0.0002,100.0,642.05,1587.77,1400.46,553.98,2388.11,9061.66,47.45,521.67,2388.05,8140.68,8.4256,393,38.74,23.3346
75,-0.0005,0.0002,100.0,642.50,1585.85,1404.77,554.31,2388.07,9059.26,47.42,521.41,2388.08,8146.22,8.4106,393,38.69,23.2716
76,0.0037,-0.0002,100.0,642.78,1593.43,1405.71,554.35,2388.10,9053.17,47.48,521.93,2388.03,8138.95,8.3844,392,39.02,23.3992
77,0.0032,-0.0003,100.0,642.63,1588.68,1412.40,553.68,2388.01,9052.77,47.26,522.10,2388.06,8140.84,8.3856,392,38.86,23.3581
78,0.0014,0.0003,100.0,642.73,1577.54,1413.44,553.57,2388.09,9059.29,47.30,521.09,2388.08,8142.49,8.4540,392,38.66,23.3436
79,0.0027,-0.0001,100.0,642.44,1589.54,1407.04,553.65,2388.04,9057.68,47.25,522.07,2388.04,8140.21,8.4263,391,38.83,23.4405
80,-0.0017,0.0001,100.0,642.67,1583.75,1414.14,553.73,2388.01,9064.93,47.42,521.49,2388.01,8140.23,8.4214,393,39.07,23.3866
81,-0.0012,0.0002,100.0,642.11,1589.00,1407.17,553.57,2388.05,9060.62,47.41,521.98,2388.04,8139.05,8.4058,392,39.00,23.3049
82,-0.0004,0.0001,100.0,642.45,1586.16,1403.02,553.74,2388.07,9056.04,47.37,521.80,2388.07,8140.59,8.4521,393,38.84,23.2877
83,0.0007,-0.0001,100.0,642.16,1582.77,1401.44,554.38,2388.08,9062.89,47.30,521.33,2388.03,8142.31,8.4160,393,38.97,23.3994
84,-0.0031,-0.0001,100.0,642.51,1588.74,1409.11,552.84,2388.07,9053.68,47.41,522.13,2388.09,8141.18,8.4552,391,38.84,23.2896
85,-0.0024,-0.0005,100.0,641.97,1585.49,1410.02,553.67,2388.10,9052.96,47.29,522.05,2388.06,8141.42,8.4376,394,38.90,23.3263
86,0.0030,0.0002,100.0,642.59,1586.12,1404.51,553.79,2388.07,9060.58,47.72,521.27,2388.06,8139.43,8.4111,393,38.85,23.3127
87,-0.0002,-0.0005,100.0,641.75,1585.79,1396.18,552.98,2388.05,9058.44,47.49,522.23,2388.06,8136.18,8.4023,393,38.89,23.3837
88,0.0036,0.0001,100.0,642.13,1594.47,1403.30,554.11,2388.12,9051.28,47.40,521.52,2388.10,8132.14,8.4316,392,38.98,23.4919
