cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
80,-0.0010,0.0001,100.0,642.32,1592.65,1407.96,552.46,2388.04,9064.31,47.39,521.46,2388.05,8142.30,8.4702,392,38.92,23.2630
81,0.0007,0.0003,100.0,642.61,1587.35,1405.39,553.10,2388.05,9051.85,47.52,521.17,2388.10,8139.36,8.4524,394,38.95,23.2249
82,0.0006,0.0001,100.0,642.88,1589.63,1409.28,553.93,2388.06,9059.99,47.49,521.58,2388.11,8141.01,8.4515,393,38.80,23.2299
83,0.0016,-0.0001,100.0,642.60,1585.96,1414.15,553.28,2388.12,9060.43,47.58,521.95,2388.03,8140.75,8.4443,394,38.76,23.2280
84,0.0062,-0.0003,100.0,642.94,1590.44,1406.33,553.67,2388.10,9062.86,47.50,521.68,2388.04,8141.52,8.4055,392,38.90,23.3226
85,-0.0027,0.0003,100.0,642.54,1592.31,1405.40,553.49,2388.03,9063.55,47.66,521.51,2388.08,8140.96,8.4191,393,38.85,23.3409
86,0.0016,0.0001,100.0,642.87,1589.89,1403.14,552.64,2388.09,9056.23,47.52,522.01,2388.13,8142.89,8.3997,394,38.68,23.3898
87,0.0015,0.0005,100.0,642.63,1583.16,1412.89,553.85,2388.12,9065.02,47.42,521.09,2388.14,8141.81,8.4485,393,38.74,23.3191
88,-0.0000,-0.0003,100.0,643.21,1588.90,1409.99,553.67,2388.08,9065.46,47.58,521.63,2388.12,8136.76,8.4648,393,38.82,23.3693
89,-0.0002,-0.0003,100.0,642.65,1585.03,1411.50,553.24,2388.10,9061.57,47.65,521.54,2388.06,8140.61,8.4161,393,38.80,23.3970
90,0.0014,0.0005,100.0,642.48,1594.49,1406.94,553.23,2388.01,9062.35,47.61,521.12,2388.09,8142.59,8.4232,393,38.91,23.2963
91,0.0019,0.0002,100.0,642.22,1591.51,1408.38,554.24,2388.02,9069.45,47.43,521.74,2388.11,8144.28,8.4158,394,38.82,23.2375
92,-0.0018,0.0003,100.0,642.61,1592.65,1403.09,553.36,2388.09,9060.08,47.43,521.44,2388.10,8142.30,8.3933,393,38.90,23.2981
93,-0.0004,-0.0002,100.0,642.46,1588.62,1408.61,553.15,2388.14,9065.47,47.40,522.18,2388.07,8138.58,8.4406,393,38.89,23.3015
94,0.0004,0.0004,100.0,642.57,1588.43,1410.67,553.99,2388.09,9061.38,47.60,521.89,2388.11,8138.43,8.4387,392,38.93,23.3829
95,0.0023,-0.0003,100.0,642.06,1595.92,1402.55,553.17,2388.12,9058.80,47.59,521.39,2388.08,8145.53,8.4299,395,38.70,23.2652
96,-0.0010,-0.0003,100.0,642.41,1594.13,1408.60,553.35,2388.10,9064.31,47.54,521.94,2388.08,8149.01,8.4385,393,38.78,23.2205
97,0.0019,0.0004,100.0,642.78,1587.85,1409.90,552.86,2388.07,9058.06,47.46,521.54,2388.08,8137.64,8.4153,393,38.93,23.2363
98,0.0012,-0.0001,100.0,642.54,1586.89,1405.84,553.77,2388.12,9060.92,47.48,521.46,2388.11,8147.03,8.4262,395,38.84,23.3042
99,-0.0009,-0.0004,100.0,642.53,1586.64,1411.72,553.45,2388.12,9063.12,47.53,521.61,2388.10,8141.58,8.4433,393,38.82,23.3511
100,-0.0001,0.0005,100.0,642.95,1595.85,1405.27,553.24,2388.08,9057.99,47.63,521.51,2388.11,8134.02,8.4652,392,38.77,23.3741
101,-0.0007,0.0004,100.0,642.65,1592.75,1413.82,553.81,2388.12,9063.67,47.47,521.59,2388.16,8137.27,8.4612,393,38.78,23.3431
102,0.0003,-0.0003,100.0,642.41,1594.99,1409.54,553.29,2388.12,9053.89,47.58,521.34,2388.11,8140.63,8.4194,391,38.78,23.4067
103,0.0014,0.0002,100.0,642.81,1591.49,1409.51,552.75,2388.17,9073.75,47.44,521.25,2388.06,8138.70,8.4302,393,38.73,23.2539
104,-0.0009,-0.0003,100.0,642.58,1600.12,1415.75,553.63,2388.09,9065.23,47.49,521.35,2388.09,8147.61,8.4554,392,38.93,23.2018
105,0.0024,0.0005,100.0,642.01,1587.94,1410.53,553.47,2388.05,9065.66,47.40,521.53,2388.04,8140.01,8.4430,392,38.82,23.2450
106,-0.0003,-0.0002,100.0,642.41,1589.58,1408.69,553.15,2388.13,9067.13,47.56,521.81,2388.11,8144.02,8.4550,392,38.77,23.3085
107,-0.0064,0.0004,100.0,642.58,1597.53,1403.15,553.97,2388.08,9064.90,47.48,521.33,2388.12,8141.44,8.4545,393,38.74,23.3329
108,0.0012,-0.0003,100.0,642.39,1590.24,1413.21,553.51,2388.09,9063.18,47.51,521.39,2388.07,8141.28,8.4452,393,38.95,23.2562
109,0.0007,-0.0004,100.0,641.96,1592.88,1401.87,553.49,2388.08,9060.36,47.71,520.92,2388.06,8141.77,8.4594,393,38.89,23.2450
110,0.0020,-0.0004,100.0,642.74,1598.53,1409.48,553.64,2388.12,9069.91,47.54,521.03,2388.15,8144.97,8.4630,393,38.84,23.2174
111,-0.0001,0.0000,100.0,643.05,1591.23,1407.17,553.78,2388.12,9058.80,47.43,521.39,2388.11,8143.10,8.4404,393,38.75,23.3044
112,-0.0024,-0.0003,100.0,642.49,1595.20,1417.31,553.62,2388.16,9062.10,47.60,520.98,2388.07,8138.67,8.4660,392,38.79,23.2493
113,0.0014,-0.0001,100.0,642.81,1583.33,1400.40,553.01,2388.09,9064.26,47.62,521.10,2388.15,8139.85,8.5143,393,38.79,23.3205
114,0.0040,-0.0002,100.0,642.98,1586.41,1409.57,553.77,2388.09,9061.07,47.57,521.56,2388.11,8140.53,8.4354,394,38.80,23.4070
115,0.0008,0.0001,100.0,642.22,1587.67,1415.07,552.73,2388.13,9064.41,47.56,521.33,2388.06,8141.42,8.4383,395,38.73,23.3208
116,0.0049,0.0005,100.0,642.89,1591.13,1410.54,554.02,2388.12,9062.05,47.60,521.51,2388.09,8137.85,8.4261,393,38.86,23.2695
117,0.0001,0.0000,100.0,642.41,1592.56,1413.53,553.28,2388.11,9065.11,47.43,521.45,2388.12,8138.22,8.4603,394,38.82,23.3834
118,0.0006,0.0003,100.0,642.67,1595.12,1412.83,553.22,2388.13,9065.24,47.57,521.77,2388.13,8144.02,8.4815,393,38.75,23.2717
119,0.0025,-0.0001,100.0,643.07,1587.58,1413.58,553.29,2388.10,9066.06,47.70,521.00,2388.12,8140.75,8.4635,395,38.72,23.2662
120,-0.0003,-0.0002,100.0,642.89,1593.12,1403.31,553.00,2388.10,9059.65,47.71,521.06,2388.12,8140.52,8.4686,394,38.77,23.2574
121,0.0017,0.0001,100.0,642.68,1599.51,1415.47,553.44,2388.13,9062.34,47.66,521.53,2388.09,8146.39,8.4235,394,38.76,23.3608
