cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
28,-0.0011,0.0003,100.0,642.24,1586.29,1406.08,553.96,2388.05,9060.35,47.14,521.54,2388.06,8138.44,8.4379,392,39.15,23.4385
29,-0.0008,-0.0005,100.0,641.89,1581.36,1400.36,554.78,2388.03,9053.18,47.23,522.06,2388.04,8137.86,8.4206,392,39.15,23.3648
30,-0.0026,0.0004,100.0,642.30,1589.35,1400.80,554.27,2388.01,9057.63,47.14,522.60,2388.01,8137.41,8.4296,392,38.99,23.2602
31,0.0004,-0.0001,100.0,642.09,1591.99,1408.99,554.46,2388.06,9049.78,47.31,522.14,2388.09,8133.57,8.3934,391,38.84,23.4565
32,-0.0012,-0.0003,100.0,641.67,1584.08,1406.23,554.52,2387.99,9052.93,47.32,522.48,2388.06,8141.86,8.4361,392,39.03,23.2835
33,0.0015,-0.0003,100.0,642.91,1592.52,1399.79,555.42,2388.05,9052.94,47.33,522.29,2388.09,8136.72,8.4119,391,39.05,23.2902
34,-0.0011,0.0002,100.0,642.61,1582.86,1396.52,554.99,2388.05,9059.57,47.44,522.37,2388.03,8137.62,8.4118,392,39.22,23.5201
35,-0.0028,-0.0003,100.0,642.44,1583.73,1400.93,554.51,2388.00,9056.79,47.30,522.27,2388.04,8136.29,8.3875,393,39.05,23.4320
36,0.0006,0.0004,100.0,642.29,1590.00,1399.01,554.19,2388.06,9050.95,47.17,522.69,2388.03,8143.95,8.4601,392,38.91,23.3783
37,0.0010,-0.0003,100.0,642.43,1586.81,1405.77,554.68,2387.99,9048.19,47.28,522.44,2388.03,8139.57,8.3961,392,38.87,23.3750
38,0.0003,-0.0003,100.0,642.04,1590.67,1404.30,553.68,2388.05,9061.94,47.23,522.30,2388.06,8139.96,8.4334,393,38.96,23.3596
39,0.0008,-0.0002,100.0,642.40,1585.64,1404.63,554.21,2388.09,9060.77,47.25,522.08,2388.02,8139.98,8.4271,391,38.91,23.4093
40,0.0014,0.0002,100.0,642.63,1588.29,1400.01,553.80,2388.10,9053.67,47.38,522.59,2388.01,8142.71,8.4135,392,39.12,23.4133
41,0.0002,0.0002,100.0,642.17,1584.69,1405.16,554.77,2388.08,9052.27,47.47,522.15,2388.05,8132.52,8.4178,392,39.16,23.3873
42,0.0024,0.0004,100.0,642.41,1584.18,1398.60,554.07,2388.05,9054.50,47.26,522.02,2388.08,8139.43,8.4103,394,39.03,23.3826
43,0.0014,-0.0002,100.0,641.83,1588.05,1402.12,554.32,2387.99,9057.86,47.47,522.21,2388.08,8140.83,8.4055,392,38.78,23.4037
44,-0.0027,0.0001,100.0,641.90,1586.27,1396.96,554.51,2388.06,9054.27,46.93,521.81,2388.08,8134.11,8.4080,393,39.09,23.3150
45,-0.0013,0.0004,100.0,641.96,1581.35,1406.63,554.09,2388.05,9057.75,47.15,521.68,2387.98,8135.07,8.4058,394,38.89,23.2435
46,0.0001,0.0000,100.0,642.79,1583.91,1402.85,554.11,2388.07,9062.38,47.18,522.00,2388.07,8135.63,8.3697,392,38.91,23.4007
47,-0.0038,0.0005,100.0,642.66,1584.98,1398.42,554.40,2388.02,9051.75,47.09,522.42,2388.04,8138.28,8.4264,393,38.91,23.4283
48,0.0029,-0.0005,100.0,642.47,1587.50,1404.31,554.85,2388.08,9055.50,47.32,521.87,2388.05,8135.13,8.3764,391,38.93,23.5313
49,-0.0010,-0.0003,100.0,642.58,1586.67,1412.79,554.48,2388.05,9055.97,47.24,521.97,2388.03,8133.66,8.3800,392,38.76,23.3991
50,-0.0005,-0.0001,100.0,642.69,1594.08,1403.94,553.93,2388.03,9053.30,47.22,521.66,2388.02,8137.22,8.4151,393,39.01,23.4171
51,-0.0015,-0.0001,100.0,642.10,1586.23,1395.35,554.02,2387.95,9058.88,47.35,521.92,2388.04,8138.57,8.3983,393,38.99,23.4465
52,0.0010,-0.0004,100.0,642.10,1579.41,1403.03,554.14,2388.03,9056.37,47.14,522.05,2388.03,8138.87,8.4393,392,38.91,23.3698
53,0.0023,-0.0003,100.0,641.87,1589.16,1398.70,554.31,2388.02,9058.31,47.39,522.09,2388.04,8136.23,8.4241,392,38.90,23.4798
54,0.0042,0.0001,100.0,642.54,1597.45,1405.19,554.00,2387.99,9059.08,47.19,522.12,2388.06,8140.07,8.3933,392,38.95,23.4076
55,0.0017,0.0001,100.0,642.30,1588.38,1399.05,554.08,2388.04,9060.61,47.30,522.24,2388.07,8133.49,8.4278,392,38.98,23.3510
56,-0.0028,-0.0005,100.0,642.32,1580.82,1397.86,553.93,2388.00,9056.73,47.25,522.09,2388.00,8132.89,8.3909,391,38.98,23.3439
57,-0.0007,-0.0005,100.0,642.49,1581.50,1398.09,553.36,2388.04,9057.29,47.45,522.21,2387.99,8138.01,8.4155,390,39.07,23.4383
58,-0.0001,0.0002,100.0,641.99,1587.42,1393.91,554.38,2388.05,9058.58,47.23,521.28,2388.07,8139.63,8.4122,393,38.83,23.3695
59,-0.0000,0.0004,100.0,642.52,1588.85,1402.07,554.23,2388.00,9052.37,47.25,522.06,2388.02,8134.38,8.4240,392,39.00,23.3465
60,-0.0011,0.0003,100.0,642.86,1584.58,1406.72,553.94,2388.06,9051.68,47.34,522.00,2388.07,8138.38,8.4350,393,38.85,23.3353
61,0.0013,0.0002,100.0,641.84,1590.06,1390.55,553.83,2388.07,9056.50,47.35,522.61,2388.05,8130.58,8.4508,393,38.95,23.5014
62,0.0007,0.0003,100.0,642.77,1592.26,1400.06,554.08,2388.07,9054.90,47.21,521.88,2388.05,8141.52,8.4408,393,38.90,23.3711
63,-0.0004,-0.0001,100.0,642.38,1588.52,1401.81,554.67,2388.06,9058.85,47.33,522.18,2388.04,8140.54,8.3991,392,39.06,23.3126
64,0.0008,0.0001,100.0,642.28,1586.85,1403.57,553.52,2387.99,9051.87,47.23,522.38,2388.01,8138.92,8.4514,392,39.04,23.3386
65,0.0009,-0.0003,100.0,642.53,1592.91,1401.83,554.35,2388.01,9050.38,47.23,522.37,2388.00,8137.36,8.4109,392,38.86,23.3374
66,0.0025,-0.0000,100.0,642.53,1586.66,1406.53,553.63,2388.02,9059.45,47.45,522.11,2388.08,8141.99,8.4304,394,39.02,23.4345
67,0.0009,0.0004,100.0,642.06,1585.61,1403.02,554.33,2388.04,9061.35,47.25,522.04,2388.04,8136.85,8.3714,393,38.88,23.3416
68,-0.0016,-0.0002,100.0,642.13,1586.23,1399.95,553.37,2388.02,9059.29,47.36,521.99,2388.02,8135.75,8.4296,392,39.20,23.4335
69,0.0002,-0.0002,100.0,641.86,1588.50,1403.27,553.64,2388.08,9054.16,47.39,522.19,2388.05,8132.93,8.4284,391,39.17,23.4014
70,-0.0010,-0.0005,100.0,642.05,1590.25,1396.99,554.14,2388.02,9055.57,47.50,521.98,2388.06,8136.49,8.4260,394,38.98,23.2936
71,0.0001,-0.0004,100.0,642.70,1581.19,1402.82,553.85,2388.06,9051.17,47.27,521.96,2388.05,8138.62,8.4166,393,38.89,23.3785
72,0.0023,0.0003,100.0,642.64,1591.57,1398.26,554.36,2388.10,9049.76,47.52,521.36,2388.11,8134.67,8.4219,392,38.95,23.4011
73,-0.0010,-0.0003,100.0,642.91,1587.48,1408.82,553.99,2388.02,9062.11,47.39,522.13,2388.05,8130.66,8.4137,392,38.96,23.4544
74,0.0011,0.0003,100.0,642.03,1599.66,1397.88,554.74,2388.04,9057.68,47.27,521.77,2388.02,8135.44,8.4200,393,38.99,23.3468
75,-0.0002,-0.0003,100.0,642.33,1594.58,1407.80,554.14,2388.08,9057.29,47.28,521.90,2388.06,8129.69,8.4158,394,39.03,23.2687
76,-0.0012,-0.0000,100.0,642.49,1589.21,1400.61,554.08,2388.10,9056.10,47.25,522.12,2388.11,8139.75,8.4067,392,39.17,23.4085
