cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
47,-0.0022,-0.0002,100.0,641.97,1578.39,1396.87,554.73,2388.02,9062.42,47.07,521.89,2388.00,8146.03,8.4326,393,39.10,23.3583
48,-0.0032,0.0005,100.0,641.72,1587.73,1400.90,554.45,2387.97,9066.74,47.22,522.40,2388.01,8150.69,8.4183,391,38.96,23.4506
49,-0.0010,-0.0000,100.0,642.26,1591.57,1404.43,555.00,2388.01,9066.69,47.18,522.28,2387.97,8146.22,8.3996,391,38.89,23.4316
50,0.0033,0.0001,100.0,642.02,1583.12,1403.44,554.58,2388.05,9062.28,47.27,522.82,2388.04,8142.03,8.3937,392,39.06,23.3980
51,0.0005,0.0002,100.0,642.15,1578.49,1395.88,554.61,2387.96,9068.14,47.21,522.76,2387.98,8143.17,8.3931,392,39.17,23.4310
52,0.0011,0.0004,100.0,642.33,1583.84,1390.29,554.60,2387.99,9066.37,47.09,523.01,2388.01,8145.50,8.3496,389,38.89,23.4923
53,0.0007,-0.0002,100.0,642.47,1579.97,1391.42,553.97,2387.99,9067.05,47.28,522.21,2387.99,8148.97,8.4258,393,39.06,23.3804
54,0.0050,0.0002,100.0,642.31,1583.81,1394.84,554.98,2387.97,9059.31,47.10,521.97,2388.02,8152.17,8.3894,391,39.03,23.4289
55,0.0010,0.0005,100.0,642.13,1581.74,1404.44,554.40,2387.98,9071.78,47.15,522.57,2388.03,8146.85,8.4054,393,38.96,23.5011
56,0.0022,0.0000,100.0,642.18,1590.30,1394.03,554.95,2388.01,9069.93,47.13,522.44,2387.98,8147.41,8.3575,391,39.08,23.3344
57,-0.0032,-0.0002,100.0,642.49,1582.44,1396.64,554.63,2388.04,9061.69,47.26,522.54,2388.06,8152.93,8.4083,392,38.97,23.5424
58,0.0002,-0.0003,100.0,642.44,1577.60,1397.84,553.90,2387.99,9065.55,47.22,522.55,2387.97,8150.46,8.4087,390,39.16,23.4349
59,0.0028,0.0003,100.0,641.80,1587.16,1397.00,555.01,2388.02,9064.69,47.34,521.80,2388.01,8145.43,8.4092,393,38.96,23.4365
60,0.0012,-0.0002,100.0,642.06,1584.09,1404.09,554.75,2388.01,9069.48,47.27,521.86,2388.03,8145.54,8.4142,391,39.01,23.3689
61,0.0025,-0.0001,100.0,642.21,1584.46,1394.44,553.68,2388.07,9068.83,47.15,522.17,2387.90,8145.37,8.4051,391,39.02,23.3702
62,0.0011,0.0004,100.0,641.86,1584.26,1403.58,554.27,2388.00,9067.78,47.22,522.21,2388.02,8153.97,8.4441,393,38.81,23.4238
63,-0.0025,0.0004,100.0,642.21,1588.20,1391.89,554.79,2387.98,9068.05,47.05,522.49,2387.95,8149.75,8.3864,394,38.94,23.3330
64,0.0003,-0.0002,100.0,642.39,1590.51,1397.10,554.81,2387.99,9067.56,47.17,522.34,2387.99,8144.88,8.4050,392,38.93,23.3969
65,-0.0001,0.0006,100.0,642.34,1584.28,1390.15,554.51,2388.02,9053.87,47.12,522.18,2387.99,8145.85,8.3903,391,38.99,23.4536
66,0.0015,0.0001,100.0,642.46,1583.47,1397.95,554.23,2387.96,9060.79,47.14,522.42,2387.97,8149.32,8.3686,394,39.09,23.3615
67,-0.0054,-0.0000,100.0,642.32,1588.16,1409.21,554.99,2387.98,9064.05,47.23,522.23,2387.98,8145.86,8.3772,393,38.97,23.4035
68,0.0025,-0.0001,100.0,641.84,1579.21,1398.75,554.71,2388.01,9059.82,47.24,522.31,2387.98,8150.67,8.3839,391,38.87,23.4160
69,-0.0036,0.0003,100.0,642.25,1587.28,1398.38,554.32,2387.99,9065.40,47.22,522.52,2388.00,8142.82,8.4165,393,38.95,23.3626
70,0.0029,-0.0003,100.0,641.94,1590.56,1396.77,555.31,2387.98,9062.90,47.24,522.42,2388.00,8145.64,8.4101,393,38.98,23.2679
71,-0.0005,-0.0002,100.0,641.76,1589.14,1400.70,554.16,2388.00,9060.49,47.18,522.54,2387.98,8143.73,8.4218,393,39.09,23.3798
72,0.0003,-0.0003,100.0,642.08,1585.67,1398.71,554.23,2388.00,9067.85,47.11,522.36,2387.97,8150.38,8.3893,392,38.98,23.3805
73,0.0019,0.0000,100.0,642.09,1584.92,1397.32,554.53,2388.02,9068.85,47.08,521.77,2388.03,8148.94,8.3948,391,38.93,23.4363
74,0.0029,0.0004,100.0,642.12,1583.57,1398.62,554.89,2388.03,9065.77,47.22,522.83,2388.08,8146.65,8.4098,390,39.41,23.4746
75,0.0016,0.0004,100.0,641.92,1581.87,1401.34,554.72,2388.02,9069.34,47.21,522.75,2387.99,8145.41,8.4145,391,39.02,23.4088
76,0.0002,0.0002,100.0,642.01,1587.34,1399.39,554.38,2388.02,9059.81,47.34,522.52,2388.04,8148.05,8.3955,391,38.97,23.3769
77,-0.0036,0.0001,100.0,642.45,1583.53,1405.09,555.14,2388.00,9070.73,47.18,522.44,2388.00,8148.27,8.4019,391,38.93,23.4944
78,-0.0037,0.0002,100.0,641.94,1582.31,1393.67,554.54,2388.03,9064.84,47.26,522.42,2388.06,8141.47,8.4066,392,38.90,23.4638
79,0.0002,0.0002,100.0,642.53,1586.93,1399.18,554.18,2387.99,9065.88,47.12,522.21,2388.02,8147.93,8.4143,391,39.09,23.3593
80,-0.0007,0.0000,100.0,642.17,1585.58,1395.32,554.16,2387.98,9069.23,47.23,522.30,2387.98,8154.10,8.3868,393,39.09,23.3573
81,0.0019,-0.0002,100.0,642.32,1581.02,1401.27,554.46,2387.98,9065.95,47.23,522.59,2387.98,8143.20,8.4342,392,39.08,23.4370
82,0.0057,0.0001,100.0,642.33,1584.32,1400.84,554.09,2387.99,9061.81,47.32,522.39,2387.98,8137.14,8.3907,392,38.99,23.3729
83,0.0013,0.0003,100.0,642.28,1578.52,1401.00,555.17,2388.00,9066.63,47.26,521.94,2387.99,8145.73,8.3885,391,38.96,23.4504
84,0.0028,-0.0003,100.0,642.34,1586.81,1393.55,554.89,2388.04,9062.86,47.20,522.26,2388.02,8141.69,8.3862,391,38.94,23.4128
85,-0.0018,0.0006,100.0,642.31,1577.76,1397.20,554.61,2388.03,9072.31,47.19,522.33,2387.98,8147.69,8.4060,393,38.87,23.2742
86,0.0029,-0.0001,100.0,642.34,1585.98,1400.82,554.64,2388.02,9059.15,47.37,523.06,2388.05,8143.92,8.3932,391,38.99,23.4805
87,0.0000,-0.0002,100.0,642.01,1587.56,1392.47,554.72,2388.04,9061.00,47.24,522.29,2388.00,8143.30,8.3956,392,39.09,23.4140
88,-0.0010,-0.0002,100.0,641.84,1581.16,1398.33,554.44,2388.02,9066.98,47.38,522.74,2388.00,8146.14,8.4036,391,39.12,23.4173
89,0.0022,0.0004,100.0,642.23,1586.59,1397.98,554.73,2387.99,9069.03,47.18,522.57,2388.03,8147.00,8.4050,392,38.76,23.3828
90,0.0018,0.0004,100.0,642.14,1589.98,1400.03,554.19,2388.04,9066.45,47.21,522.56,2387.99,8144.21,8.3842,392,38.97,23.3966
91,0.0019,0.0003,100.0,642.22,1585.15,1398.17,554.43,2388.03,9062.77,47.35,522.43,2387.99,8146.28,8.3986,394,38.89,23.4278
92,-0.0023,0.0000,100.0,642.17,1589.40,1393.33,554.19,2388.00,9058.83,47.19,522.01,2388.00,8145.42,8.3839,391,39.03,23.4131
93,-0.0017,0.0005,100.0,642.68,1584.88,1400.56,554.26,2388.01,9055.44,47.23,522.04,2388.04,8144.05,8.4081,391,39.06,23.3929
94,-0.0024,-0.0003,100.0,642.36,1590.26,1395.24,553.08,2388.02,9062.67,47.35,521.79,2388.07,8152.32,8.4112,392,39.02,23.3306
95,0.0011,-0.0002,100.0,642.03,1588.05,1394.28,554.21,2388.07,9070.72,47.28,522.20,2388.00,8150.52,8.4281,391,39.05,23.3512
96,-0.0009,0.0003,100.0,642.39,1584.85,1398.21,554.69,2388.04,9060.85,47.22,522.06,2388.04,8143.34,8.4206,392,38.85,23.3990
97,0.0029,0.0002,100.0,642.05,1580.38,1399.20,554.56,2388.01,9066.52,47.24,522.39,2388.01,8148.67,8.4328,390,38.96,23.4643
98,-0.0003,-0.0003,100.0,642.13,1585.45,1409.51,553.97,2387.99,9065.84,47.25,522.27,2388.05,8145.49,8.4161,394,38.65,23.3337
99,0.0006,0.0005,100.0,642.37,1580.79,1395.62,554.48,2388.06,9057.49,47.06,522.44,2388.01,8150.92,8.4009,392,38.86,23.4181
100,0.0022,0.0004,100.0,641.81,1583.68,1397.37,555.07,2388.06,9067.30,47.29,522.34,2388.06,8144.13,8.3822,393,39.01,23.3920
101,-0.0018,0.0005,100.0,642.43,1588.29,1406.16,554.32,2388.08,9071.34,47.30,521.91,2388.02,8145.75,8.4280,391,38.99,23.3392
102,-0.0027,-0.0001,100.0,642.50,1591.20,1393.27,555.04,2388.05,9061.87,47.21,522.39,2388.04,8152.91,8.4313,392,38.89,23.3472
103,-0.0021,0.0005,100.0,642.05,1585.50,1391.25,554.45,2388.01,9061.90,47.17,522.04,2388.03,8143.25,8.4441,392,39.19,23.3275
104,-0.0020,-0.0002,100.0,642.84,1583.80,1394.57,554.68,2387.99,9068.48,47.26,522.06,2388.07,8147.33,8.4418,390,38.88,23.4593
105,0.0028,-0.0003,100.0,642.98,1591.62,1402.32,554.24,2388.02,9066.72,47.46,522.32,2388.00,8147.64,8.4041,392,38.82,23.4352
106,0.0010,-0.0003,100.0,642.24,1588.52,1396.23,554.43,2388.02,9062.45,47.33,522.16,2388.04,8144.74,8.4068,391,38.83,23.3278
107,-0.0002,-0.0003,100.0,642.46,1585.98,1404.12,554.42,2388.03,9066.86,47.35,522.20,2388.05,8146.72,8.3827,390,38.94,23.3226
108,-0.0003,0.0001,100.0,642.50,1586.79,1398.80,554.24,2388.00,9060.28,47.34,521.99,2388.01,8142.18,8.4165,392,38.83,23.3561
109,0.0023,-0.0004,100.0,642.16,1588.89,1400.66,553.67,2388.07,9073.97,47.17,522.43,2388.01,8148.83,8.4252,391,39.11,23.4976
110,0.0003,-0.0002,100.0,642.68,1585.40,1404.35,553.75,2388.10,9059.30,47.27,522.58,2388.01,8140.80,8.4217,392,39.18,23.2152
111,0.0028,0.0002,100.0,642.53,1587.46,1403.45,555.21,2388.08,9068.05,47.32,521.90,2388.06,8142.80,8.4001,391,38.81,23.3599
112,-0.0019,0.0004,100.0,641.76,1583.17,1401.72,554.52,2388.08,9067.99,47.29,521.79,2388.01,8146.48,8.3952,392,39.00,23.2687
113,0.0016,0.0001,100.0,642.26,1586.01,1405.60,553.72,2388.04,9059.24,47.41,521.87,2388.03,8150.45,8.3987,393,38.98,23.3576
114,-0.0024,0.0002,100.0,642.15,1582.04,1402.35,553.65,2388.04,9062.72,47.17,522.20,2388.07,8148.19,8.4290,392,38.92,23.3720
115,-0.0015,0.0001,100.0,642.34,1584.61,1400.74,553.82,2387.98,9065.96,47.31,521.73,2388.01,8141.17,8.4076,391,38.76,23.3408
116,0.0016,0.0001,100.0,642.69,1594.27,1400.57,553.54,2388.01,9064.28,47.35,521.80,2388.03,8138.03,8.4267,393,39.02,23.3941
117,-0.0004,-0.0003,100.0,642.26,1582.57,1405.85,553.59,2387.99,9066.25,47.44,521.87,2388.07,8140.83,8.4179,392,38.86,23.4573
118,0.0014,0.0006,100.0,642.74,1583.50,1399.86,554.34,2388.08,9069.75,47.20,521.84,2388.03,8146.35,8.4235,392,38.90,23.3139
119,-0.0019,-0.0000,100.0,642.25,1585.66,1398.02,554.30,2388.07,9062.97,47.43,522.07,2388.02,8142.17,8.3971,392,39.07,23.3103
120,-0.0003,-0.0001,100.0,642.71,1586.19,1394.56,554.00,2388.08,9062.62,47.44,521.05,2388.03,8143.50,8.4227,392,38.88,23.4589
121,-0.0005,-0.0003,100.0,642.13,1588.59,1395.42,554.50,2388.08,9065.99,47.40,522.10,2388.07,8144.83,8.4088,392,38.83,23.4867
122,0.0016,-0.0000,100.0,642.34,1587.58,1409.53,554.11,2388.03,9063.82,47.27,521.59,2388.06,8145.76,8.4288,393,38.96,23.4157
123,0.0006,0.0005,100.0,642.46,1584.21,1399.99,554.16,2388.11,9056.64,47.25,521.97,2388.08,8143.67,8.3867,393,38.62,23.2963
124,0.0005,-0.0003,100.0,642.59,1587.98,1405.54,554.20,2388.00,9065.81,47.34,522.13,2388.07,8145.47,8.3819,392,39.08,23.4019
125,0.0009,0.0001,100.0,641.85,1589.79,1403.22,553.65,2388.08,9067.92,47.33,521.86,2388.08,8144.47,8.3875,392,38.97,23.3968
126,-0.0023,0.0004,100.0,642.54,1589.15,1411.06,554.34,2388.06,9064.36,47.40,521.60,2388.01,8139.37,8.4252,393,38.86,23.4118
127,0.0022,0.0005,100.0,642.37,1586.20,1402.14,554.16,2388.04,9067.89,47.32,521.96,2388.02,8136.83,8.4104,393,38.92,23.2547
128,-0.0012,0.0002,100.0,642.82,1589.33,1399.00,553.98,2388.09,9066.13,47.33,521.40,2388.07,8141.95,8.3972,392,38.86,23.3264
129,0.0011,-0.0002,100.0,642.17,1586.99,1407.04,553.52,2388.05,9062.86,47.34,522.00,2388.05,8145.24,8.3828,393,38.91,23.2280
130,-0.0010,0.0000,100.0,642.17,1586.94,1410.72,553.74,2388.11,9060.96,47.08,521.97,2388.05,8138.79,8.4059,391,38.68,23.3741
131,0.0016,0.0004,100.0,642.39,1588.34,1401.73,554.40,2388.06,9060.88,47.47,521.66,2388.00,8143.93,8.3927,391,38.91,23.4075
132,0.0020,-0.0003,100.0,642.28,1588.32,1402.36,554.50,2388.02,9063.73,47.60,522.82,2388.09,8141.69,8.4597,392,39.06,23.1697
133,0.0005,0.0002,100.0,642.90,1589.73,1393.92,554.06,2388.03,9060.23,47.51,522.17,2388.00,8140.56,8.4136,391,38.86,23.3620
134,0.0032,0.0003,100.0,642.70,1588.42,1401.00,553.83,2388.05,9052.76,47.42,521.32,2388.06,8137.10,8.4349,393,38.87,23.2193
135,-0.0016,-0.0003,100.0,642.63,1580.86,1404.81,553.69,2388.09,9061.51,47.59,522.21,2388.01,8146.34,8.4563,392,38.97,23.3227
136,-0.0018,0.0006,100.0,642.15,1581.25,1404.19,554.43,2388.13,9062.74,47.28,521.53,2388.05,8146.60,8.4203,394,38.88,23.2715
137,0.0009,0.0001,100.0,642.29,1586.01,1409.41,554.23,2388.05,9058.45,47.38,522.26,2388.06,8143.02,8.4247,393,38.74,23.4174
138,-0.0020,0.0000,100.0,642.97,1586.79,1412.98,554.30,2388.09,9063.42,47.25,521.08,2388.07,8143.98,8.4377,392,39.00,23.4384
139,-0.0005,-0.0000,100.0,642.33,1584.01,1405.78,554.02,2388.02,9064.31,47.45,522.06,2388.04,8143.69,8.4417,393,38.94,23.2372
140,-0.0017,-0.0002,100.0,642.12,1586.65,1400.89,553.62,2388.06,9058.00,47.40,522.12,2388.03,8144.21,8.4251,393,39.07,23.3734
141,0.0012,0.0004,100.0,642.58,1591.10,1410.44,553.55,2388.01,9065.13,47.46,521.49,2388.09,8141.10,8.4860,394,38.96,23.3300
142,-0.0017,-0.0004,100.0,642.83,1583.26,1414.06,553.45,2388.04,9063.52,47.46,522.04,2388.08,8141.51,8.3927,393,38.77,23.2708
143,-0.0020,-0.0001,100.0,642.33,1580.23,1406.98,553.72,2388.05,9059.14,47.54,521.63,2388.05,8138.69,8.4250,394,38.79,23.2910
144,0.0008,0.0002,100.0,642.72,1584.94,1408.37,553.33,2388.04,9057.01,47.53,521.74,2388.05,8143.36,8.4183,394,38.87,23.4100
145,0.0002,0.0001,100.0,641.69,1594.34,1405.98,553.84,2388.11,9060.45,47.47,520.94,2388.02,8142.79,8.4410,393,38.87,23.3361
146,-0.0048,-0.0002,100.0,643.14,1590.63,1407.86,553.37,2388.04,9060.63,47.36,521.88,2388.11,8137.57,8.4546,394,39.07,23.2870
147,-0.0008,-0.0001,100.0,642.63,1590.72,1409.42,553.83,2388.13,9058.71,47.43,521.65,2388.09,8138.25,8.4141,393,38.94,23.3753
148,0.0020,0.0004,100.0,642.77,1584.27,1402.15,553.66,2388.05,9055.41,47.72,522.13,2388.03,8141.53,8.3902,393,38.83,23.3388
149,0.0006,-0.0003,100.0,642.10,1597.20,1407.63,553.26,2388.10,9065.04,47.45,521.31,2388.13,8139.07,8.4623,393,39.10,23.2860
150,-0.0012,-0.0004,100.0,642.52,1590.60,1408.91,553.94,2388.17,9056.56,47.64,521.19,2388.09,8135.48,8.4156,393,38.71,23.2010
151,-0.0018,0.0005,100.0,642.93,1595.77,1408.55,553.56,2388.08,9061.88,47.44,520.93,2388.09,8145.93,8.4359,392,38.74,23.2953
152,0.0017,0.0002,100.0,642.52,1586.36,1403.44,553.15,2388.08,9051.84,47.62,521.25,2388.07,8142.94,8.4560,392,38.77,23.2925
153,-0.0025,0.0005,100.0,642.59,1588.56,1406.22,553.26,2388.05,9051.18,47.50,521.47,2388.07,8136.99,8.4098,393,38.74,23.2869
154,0.0007,-0.0000,100.0,642.64,1591.34,1410.67,553.15,2388.12,9050.30,47.39,521.33,2388.13,8141.67,8.4184,393,38.75,23.2733
155,0.0009,0.0001,100.0,642.23,1586.28,1403.77,553.44,2388.10,9061.74,47.58,521.11,2388.07,8141.70,8.4700,394,39.01,23.2196
156,0.0021,-0.0004,100.0,642.09,1589.41,1411.95,553.09,2388.12,9060.21,47.45,521.49,2388.06,8142.51,8.4083,393,38.87,23.2144
157,-0.0027,0.0002,100.0,642.19,1587.74,1418.10,553.25,2388.08,9056.42,47.51,521.21,2388.10,8139.51,8.4802,394,38.83,23.4258
158,0.0052,0.0001,100.0,642.80,1590.08,1410.80,553.58,2388.13,9060.75,47.44,521.55,2388.10,8138.95,8.4434,395,38.60,23.3024
159,-0.0030,0.0003,100.0,642.60,1591.85,1415.17,552.98,2388.08,9059.45,47.46,521.48,2388.09,8140.01,8.4497,394,38.79,23.3303
160,-0.0006,0.0000,100.0,642.74,1589.69,1408.30,553.39,2388.12,9056.96,47.55,521.41,2388.10,8141.35,8.4380,395,38.86,23.2501
161,0.0020,0.0001,100.0,643.19,1586.41,1408.90,553.82,2388.05,9055.77,47.46,521.10,2388.12,8137.89,8.4472,394,38.92,23.2061
162,0.0050,0.0005,100.0,642.80,1589.56,1405.06,553.42,2388.11,9063.64,47.68,521.51,2388.13,8135.85,8.4121,395,38.69,23.3255
163,0.0031,0.0005,100.0,642.81,1599.86,1404.99,553.27,2388.10,9064.68,47.52,521.31,2388.09,8138.43,8.4377,394,38.95,23.3349
164,0.0050,-0.0003,100.0,642.35,1583.85,1408.51,553.00,2388.16,9052.60,47.41,520.83,2388.11,8136.91,8.4316,395,38.87,23.3417
165,-0.0002,0.0003,100.0,643.14,1598.34,1409.18,553.19,2388.12,9058.77,47.64,521.39,2388.12,8133.92,8.4435,394,38.86,23.3071
166,0.0028,-0.0003,100.0,642.86,1589.46,1415.10,553.05,2388.16,9061.74,47.81,521.02,2388.06,8132.47,8.4253,393,38.90,23.2822
167,0.0020,0.0003,100.0,642.60,1592.94,1409.59,552.58,2388.17,9048.06,47.61,521.70,2388.15,8133.60,8.4783,392,38.85,23.2624
168,-0.0000,0.0001,100.0,643.29,1589.45,1410.78,553.41,2388.14,9064.25,47.67,521.48,2388.11,8134.25,8.4628,393,38.96,23.2297
169,-0.0028,-0.0002,100.0,642.66,1596.00,1411.63,552.36,2388.19,9051.60,47.61,520.98,2388.12,8137.51,8.4678,396,38.70,23.2159
170,0.0018,-0.0004,100.0,643.09,1599.39,1413.33,552.33,2388.09,9057.14,47.77,521.43,2388.20,8136.59,8.4417,394,38.75,23.3127
171,0.0018,-0.0002,100.0,642.88,1592.94,1416.22,553.00,2388.19,9045.03,47.74,520.81,2388.18,8134.66,8.4600,394,38.63,23.2236
172,0.0006,-0.0003,100.0,642.95,1584.90,1410.01,552.30,2388.13,9055.42,47.89,520.89,2388.14,8133.51,8.4636,393,38.85,23.1869
173,0.0015,-0.0001,100.0,642.52,1583.28,1409.69,553.20,2388.14,9052.34,47.70,520.94,2388.16,8137.00,8.4523,392,39.04,23.4217
174,0.0007,0.0004,100.0,642.89,1587.07,1418.75,552.92,2388.14,9061.06,47.46,521.25,2388.20,8135.87,8.4250,394,38.66,23.3164
