cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
36,0.0003,-0.0003,100.0,642.68,1576.96,1411.76,553.14,2388.13,9046.62,47.71,522.06,2388.11,8122.91,8.4447,393,38.80,23.2776
37,-0.0006,-0.0004,100.0,642.67,1587.37,1415.39,553.39,2388.10,9034.58,47.56,520.93,2388.12,8120.35,8.4370,393,38.72,23.3231
38,0.0013,0.0002,100.0,642.93,1588.48,1408.65,553.23,2388.16,9055.69,47.52,521.43,2388.16,8123.21,8.4596,394,38.74,23.3173
39,-0.0003,0.0005,100.0,642.81,1593.67,1407.42,552.75,2388.12,9040.32,47.59,521.01,2388.21,8122.18,8.4046,393,38.70,23.2398
40,0.0023,0.0002,100.0,642.90,1593.62,1410.24,552.91,2388.15,9052.24,47.84,521.40,2388.16,8123.89,8.4455,393,38.84,23.2280
41,0.0023,-0.0004,100.0,642.67,1593.40,1417.05,553.43,2388.15,9040.48,47.54,521.22,2388.14,8124.18,8.4395,393,38.93,23.2081
42,0.0026,-0.0004,100.0,643.54,1589.21,1414.91,552.91,2388.16,9051.40,47.58,521.66,2388.10,8123.18,8.4637,394,38.91,23.3590
43,0.0004,0.0005,100.0,643.27,1591.58,1410.33,552.83,2388.14,9046.82,47.54,521.76,2388.18,8124.29,8.4670,394,38.81,23.3392
44,-0.0014,0.0001,100.0,642.45,1592.00,1407.84,552.58,2388.10,9049.25,47.64,520.90,2388.21,8125.12,8.4734,394,38.91,23.2043
45,0.0002,0.0002,100.0,642.54,1596.68,1407.31,553.12,2388.14,9044.60,47.57,521.37,2388.14,8121.90,8.4793,394,38.95,23.2328
46,-0.0010,0.0003,100.0,642.95,1589.26,1409.03,552.98,2388.15,9048.07,47.57,521.45,2388.10,8125.90,8.4704,393,38.57,23.3814
47,0.0008,-0.0003,100.0,642.83,1583.26,1403.82,552.84,2388.14,9040.87,47.35,520.98,2388.14,8126.28,8.4409,393,38.79,23.3304
48,-0.0049,0.0004,100.0,643.13,1588.44,1411.98,553.46,2388.13,9050.14,47.48,521.28,2388.18,8128.30,8.4529,393,38.75,23.3245
49,-0.0073,0.0002,100.0,642.56,1584.30,1415.82,552.59,2388.13,9049.68,47.72,521.29,2388.17,8128.57,8.4467,394,38.66,23.2269
50,-0.0045,-0.0001,100.0,642.90,1595.81,1407.97,552.44,2388.15,9040.49,47.69,520.96,2388.19,8119.94,8.4295,393,38.51,23.3180
51,0.0016,0.0004,100.0,642.91,1590.08,1405.61,552.68,2388.13,9046.19,47.53,521.32,2388.15,8123.88,8.4206,393,39.09,23.1820
52,-0.0006,0.0003,100.0,642.44,1581.18,1408.47,553.57,2388.13,9041.58,47.75,520.93,2388.14,8123.18,8.4675,391,38.74,23.2505
53,-0.0021,0.0000,100.0,642.73,1599.67,1413.21,553.64,2388.16,9041.22,47.53,521.07,2388.10,8124.14,8.4377,393,38.79,23.3020
54,-0.0032,0.0001,100.0,642.35,1594.11,1410.82,553.50,2388.20,9046.28,47.52,520.61,2388.19,8118.63,8.4570,395,38.82,23.2572
55,0.0027,0.0001,100.0,642.55,1592.87,1413.80,553.54,2388.16,9046.88,47.67,520.95,2388.17,8121.53,8.4615,395,38.79,23.1912
56,0.0028,-0.0002,100.0,642.74,1588.72,1405.79,552.41,2388.12,9053.03,47.56,520.79,2388.11,8123.99,8.4592,394,38.79,23.1874
57,-0.0002,0.0004,100.0,643.14,1589.06,1419.43,552.78,2388.15,9046.66,47.58,520.35,2388.16,8128.68,8.4790,393,38.77,23.2229
58,0.0041,0.0001,100.0,642.97,1593.00,1414.48,553.69,2388.18,9044.36,47.61,521.25,2388.12,8127.62,8.4375,392,38.75,23.3138
59,0.0045,-0.0000,100.0,642.31,1591.80,1412.18,553.14,2388.13,9039.52,47.64,521.26,2388.12,8121.47,8.4434,393,38.54,23.3676
60,0.0007,0.0002,100.0,642.60,1599.82,1418.16,553.64,2388.10,9039.40,47.53,521.11,2388.13,8125.14,8.4466,395,38.91,23.2518
61,-0.0028,-0.0002,100.0,642.43,1593.17,1410.88,553.40,2388.20,9044.00,47.61,521.51,2388.12,8122.68,8.4559,393,38.83,23.2562
62,0.0014,0.0003,100.0,643.06,1583.89,1410.88,552.95,2388.18,9041.94,47.51,521.05,2388.13,8123.31,8.4339,394,38.68,23.2367
63,0.0015,0.0001,100.0,643.06,1592.90,1415.12,552.96,2388.20,9050.12,47.75,520.80,2388.15,8123.65,8.4699,394,38.73,23.2153
64,0.0008,0.0001,100.0,642.15,1582.98,1404.54,553.14,2388.12,9047.73,47.66,520.67,2388.11,8123.23,8.4718,392,38.78,23.2154
65,0.0021,-0.0002,100.0,643.36,1590.46,1420.25,552.91,2388.16,9045.98,47.61,521.22,2388.18,8120.59,8.4456,394,38.75,23.3562
66,-0.0004,0.0001,100.0,642.77,1589.27,1414.52,552.48,2388.19,9040.95,47.66,520.99,2388.14,8121.62,8.4020,393,38.68,23.2306
67,0.0043,-0.0002,100.0,642.52,1602.69,1413.47,552.98,2388.18,9046.65,47.65,521.56,2388.14,8122.27,8.4435,394,38.66,23.2618
68,-0.0025,-0.0001,100.0,642.18,1592.99,1417.03,551.72,2388.13,9032.89,47.68,521.06,2388.11,8129.25,8.4748,393,38.59,23.2780
69,0.0010,0.0001,100.0,642.84,1592.73,1417.11,553.06,2388.15,9045.47,47.74,520.89,2388.15,8125.09,8.4402,394,38.95,23.2476
70,0.0001,0.0003,100.0,642.51,1591.57,1420.02,553.15,2388.12,9044.58,47.58,521.41,2388.15,8123.45,8.4366,393,38.78,23.1772
71,0.0029,0.0002,100.0,642.90,1596.87,1414.70,553.20,2388.18,9051.82,47.56,521.12,2388.18,8124.13,8.4707,393,38.72,23.2130
72,0.0011,-0.0004,100.0,642.95,1597.01,1416.38,553.06,2388.16,9046.41,47.62,520.58,2388.17,8127.94,8.4550,395,38.69,23.2296
73,-0.0017,-0.0005,100.0,642.72,1584.22,1412.52,552.98,2388.18,9048.14,47.57,521.33,2388.16,8129.47,8.4086,394,38.71,23.2454
74,0.0013,0.0001,100.0,643.43,1597.08,1413.93,552.35,2388.14,9044.88,47.71,520.52,2388.19,8129.14,8.4327,395,38.57,23.1754
75,-0.0035,0.0001,100.0,642.98,1585.85,1416.21,552.48,2388.20,9042.00,47.59,521.17,2388.18,8117.34,8.4523,393,38.76,23.3169
76,-0.0009,0.0003,100.0,643.20,1588.85,1409.11,552.90,2388.19,9040.87,47.56,521.28,2388.21,8126.38,8.4456,393,38.87,23.2337
77,0.0029,0.0003,100.0,642.87,1586.74,1423.85,552.88,2388.21,9044.01,47.60,521.71,2388.14,8126.29,8.4448,395,38.84,23.3324
78,0.0029,0.0002,100.0,642.30,1594.10,1414.49,553.40,2388.16,9046.49,47.78,521.51,2388.20,8122.97,8.4740,395,38.79,23.3254
79,0.0034,0.0001,100.0,643.14,1587.20,1413.51,552.73,2388.16,9048.34,47.81,520.83,2388.17,8126.41,8.4890,393,39.02,23.1858
80,0.0006,-0.0002,100.0,643.03,1602.45,1409.77,552.70,2388.17,9045.83,47.73,521.05,2388.12,8125.81,8.4921,393,38.94,23.2214
81,0.0031,-0.0001,100.0,643.03,1592.91,1415.77,552.65,2388.12,9048.03,47.63,521.08,2388.21,8124.78,8.4617,394,38.66,23.2651
82,0.0014,-0.0003,100.0,642.67,1591.23,1407.45,552.71,2388.18,9042.96,47.69,520.69,2388.17,8123.58,8.4712,393,38.85,23.3396
83,-0.0002,-0.0003,100.0,642.11,1596.13,1413.61,552.31,2388.22,9041.71,47.82,520.76,2388.19,8126.01,8.4563,393,38.73,23.1740
84,-0.0005,-0.0001,100.0,642.75,1596.81,1412.53,553.45,2388.22,9042.49,47.59,520.82,2388.18,8123.36,8.4917,395,38.70,23.3003
85,0.0026,0.0001,100.0,642.91,1596.40,1414.74,552.77,2388.22,9044.90,47.79,520.70,2388.18,8121.07,8.4718,392,38.75,23.3165
86,-0.0007,-0.0005,100.0,642.89,1590.56,1409.77,552.77,2388.14,9048.23,47.77,520.73,2388.16,8119.99,8.4460,395,38.75,23.2380
87,0.0040,-0.0003,100.0,643.49,1590.40,1414.98,552.69,2388.21,9044.04,47.59,521.19,2388.22,8121.53,8.4750,393,38.48,23.2913
88,0.0015,0.0001,100.0,642.82,1596.54,1421.28,552.32,2388.12,9047.02,47.77,521.35,2388.18,8121.87,8.4878,394,38.81,23.2362
89,0.0027,-0.0002,100.0,643.22,1597.42,1416.92,551.83,2388.18,9046.23,47.79,520.82,2388.13,8120.84,8.4792,393,38.74,23.2778
90,0.0031,0.0005,100.0,642.36,1594.13,1419.55,552.42,2388.13,9042.58,47.70,520.61,2388.17,8127.27,8.4438,393,38.71,23.3237
91,-0.0050,0.0005,100.0,643.07,1590.66,1417.04,552.57,2388.17,9043.70,47.55,520.84,2388.20,8122.98,8.4577,395,38.77,23.2900
92,-0.0004,-0.0003,100.0,643.15,1591.15,1417.03,553.45,2388.11,9047.22,47.77,521.16,2388.25,8125.33,8.4688,394,38.84,23.2925
93,0.0013,0.0002,100.0,642.13,1594.35,1422.33,552.64,2388.16,9039.83,47.50,521.28,2388.17,8126.46,8.4499,395,38.81,23.2995
94,0.0016,0.0004,100.0,642.95,1594.40,1421.87,553.08,2388.17,9044.85,47.76,520.98,2388.20,8125.05,8.4611,395,38.65,23.2799
95,-0.0004,-0.0001,100.0,643.00,1584.47,1418.10,552.02,2388.19,9040.30,47.90,520.85,2388.18,8125.15,8.4437,393,38.54,23.2165
96,-0.0022,0.0002,100.0,642.67,1598.36,1407.65,552.63,2388.20,9046.21,47.96,520.98,2388.20,8120.90,8.4709,393,38.70,23.2559
97,-0.0030,0.0003,100.0,643.29,1595.04,1417.40,552.40,2388.19,9041.00,47.82,520.96,2388.16,8119.52,8.4886,394,38.73,23.2808
98,-0.0000,0.0005,100.0,642.74,1593.25,1413.70,552.38,2388.17,9047.46,47.73,520.58,2388.23,8122.75,8.4351,394,38.86,23.2277
99,-0.0018,0.0005,100.0,643.06,1594.96,1417.65,552.99,2388.14,9045.88,47.68,521.07,2388.18,8122.48,8.4319,395,38.77,23.3185
100,-0.0033,-0.0004,100.0,643.27,1596.27,1413.60,552.37,2388.18,9043.27,47.76,520.37,2388.20,8124.45,8.4638,396,38.70,23.2442
101,-0.0027,-0.0002,100.0,642.60,1588.76,1410.30,552.66,2388.19,9050.85,47.73,520.97,2388.23,8130.33,8.4803,394,38.67,23.1503
102,-0.0026,-0.0000,100.0,643.28,1590.16,1413.60,552.98,2388.19,9046.23,47.61,520.92,2388.14,8120.12,8.4858,394,38.79,23.3223
103,0.0005,-0.0001,100.0,643.32,1594.98,1402.12,552.14,2388.19,9050.54,47.83,520.66,2388.19,8124.42,8.4712,394,38.63,23.1704
104,-0.0003,0.0000,100.0,643.04,1592.55,1413.67,552.51,2388.19,9051.08,47.59,521.14,2388.21,8126.45,8.4717,395,38.79,23.3495
105,-0.0026,0.0005,100.0,643.56,1597.23,1416.84,553.07,2388.14,9045.36,47.64,520.31,2388.22,8122.93,8.4580,394,38.47,23.1834
106,0.0005,-0.0004,100.0,642.61,1598.02,1416.40,551.99,2388.19,9048.35,47.70,520.82,2388.21,8123.65,8.4487,395,38.81,23.2029
107,0.0008,0.0003,100.0,642.48,1596.94,1416.77,551.48,2388.16,9049.13,47.62,520.65,2388.24,8129.41,8.4782,395,38.72,23.1758
108,-0.0003,-0.0002,100.0,643.03,1591.96,1416.64,552.44,2388.23,9040.01,47.72,520.17,2388.24,8120.36,8.4690,393,38.83,23.2266
109,-0.0016,0.0003,100.0,643.42,1601.37,1414.80,552.28,2388.21,9041.18,47.69,520.56,2388.18,8118.42,8.4862,393,38.70,23.1956
110,-0.0014,0.0003,100.0,642.92,1597.94,1407.62,552.59,2388.17,9042.77,47.84,520.04,2388.22,8125.46,8.4917,394,38.68,23.2044
111,0.0009,0.0003,100.0,642.60,1593.89,1416.84,552.26,2388.21,9042.22,47.78,520.37,2388.23,8125.43,8.4878,396,38.67,23.2117
112,-0.0028,0.0003,100.0,643.74,1594.95,1415.81,552.07,2388.18,9046.04,47.99,520.85,2388.16,8123.04,8.4989,393,38.52,23.1973
113,0.0028,0.0005,100.0,643.26,1593.08,1415.19,551.80,2388.16,9040.85,47.88,520.76,2388.23,8117.52,8.4841,395,38.77,23.2487
114,0.0024,-0.0002,100.0,642.91,1589.77,1423.65,551.58,2388.26,9046.36,48.03,520.34,2388.19,8120.99,8.5037,394,38.31,23.0752
115,0.0008,-0.0001,100.0,643.46,1596.67,1415.75,552.17,2388.23,9044.31,47.71,519.73,2388.20,8121.01,8.4596,394,38.62,23.1842
116,0.0023,0.0001,100.0,643.26,1594.92,1423.31,552.68,2388.26,9032.09,47.77,521.04,2388.24,8117.57,8.4666,394,38.72,23.1130
117,-0.0022,-0.0001,100.0,643.34,1595.39,1429.85,552.90,2388.20,9044.62,47.89,520.61,2388.18,8127.33,8.4799,394,38.60,23.2830
118,-0.0017,-0.0003,100.0,643.09,1592.54,1415.36,552.67,2388.21,9038.83,47.86,520.00,2388.23,8121.07,8.4656,395,38.62,23.2214
119,0.0005,-0.0002,100.0,643.01,1596.76,1419.39,551.91,2388.18,9049.07,47.83,520.41,2388.25,8124.82,8.4935,395,38.71,23.1696
120,-0.0017,0.0003,100.0,643.33,1598.12,1417.86,552.23,2388.19,9041.88,47.81,520.81,2388.22,8120.54,8.4235,393,38.64,23.0846
121,0.0012,0.0004,100.0,643.23,1596.95,1418.97,551.82,2388.24,9044.92,47.96,520.67,2388.26,8117.64,8.4867,394,38.50,23.1541
122,-0.0009,0.0001,100.0,643.04,1599.47,1422.15,552.00,2388.18,9049.40,47.89,519.90,2388.23,8123.55,8.5002,395,38.59,23.2476
123,0.0028,-0.0001,100.0,643.22,1604.08,1422.57,551.98,2388.21,9043.29,47.94,519.85,2388.25,8116.03,8.4669,395,38.60,23.2126
124,-0.0019,0.0004,100.0,642.49,1599.36,1415.87,552.59,2388.24,9046.12,47.86,520.35,2388.19,8120.46,8.4789,395,38.54,23.2055
125,-0.0012,-0.0001,100.0,643.19,1595.17,1421.51,552.15,2388.22,9049.61,48.07,520.15,2388.13,8120.89,8.4510,394,38.56,23.2217
126,0.0000,-0.0004,100.0,643.08,1592.21,1423.74,551.66,2388.26,9039.66,47.74,519.39,2388.21,8122.53,8.4884,396,38.65,23.0865
127,0.0029,-0.0001,100.0,643.50,1597.14,1412.42,552.06,2388.25,9045.39,48.18,520.73,2388.27,8117.99,8.4813,394,38.63,23.0442
128,0.0024,-0.0001,100.0,643.55,1595.25,1425.38,552.18,2388.23,9047.13,47.91,520.07,2388.26,8120.37,8.5231,395,38.77,23.1820
129,-0.0037,0.0004,100.0,643.64,1591.31,1427.42,551.86,2388.18,9045.51,47.86,520.18,2388.20,8120.46,8.4932,395,38.71,23.0414
130,-0.0031,-0.0003,100.0,643.05,1597.66,1420.83,552.16,2388.25,9041.37,47.91,520.32,2388.19,8121.49,8.5011,395,38.55,23.1689
131,0.0020,0.0002,100.0,643.42,1603.53,1415.67,552.04,2388.30,9041.73,48.04,520.47,2388.26,8119.01,8.4756,397,38.69,23.2307
132,0.0008,0.0003,100.0,644.04,1591.31,1425.66,552.06,2388.28,9043.76,47.90,520.03,2388.21,8115.02,8.5215,395,38.51,22.9850
133,0.0009,0.0001,100.0,643.61,1589.96,1428.12,552.30,2388.26,9042.95,47.92,519.92,2388.24,8116.07,8.5013,395,38.50,23.0734
134,-0.0020,-0.0004,100.0,643.10,1596.19,1426.32,552.25,2388.28,9049.52,47.99,520.36,2388.32,8125.03,8.4924,395,38.61,23.1026
135,0.0030,0.0004,100.0,643.14,1598.02,1420.08,552.20,2388.26,9053.02,47.98,519.88,2388.23,8117.83,8.4911,395,38.49,23.0104
136,-0.0028,-0.0005,100.0,643.32,1598.60,1416.85,551.45,2388.23,9035.55,48.02,520.00,2388.23,8116.70,8.5235,395,38.51,23.1772
