cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
114,0.0013,0.0005,100.0,643.17,1580.94,1408.67,552.90,2388.11,9075.14,47.65,521.32,2388.16,8153.83,8.4682,394,38.78,23.2534
115,0.0020,0.0003,100.0,642.56,1596.40,1409.04,552.70,2388.16,9067.71,47.48,520.89,2388.03,8151.13,8.4332,394,38.94,23.3190
116,0.0012,0.0002,100.0,642.41,1584.12,1401.38,554.03,2388.08,9075.20,47.71,520.83,2388.09,8151.15,8.4542,391,38.73,23.3329
117,-0.0028,0.0002,100.0,642.56,1591.36,1406.97,552.67,2388.07,9073.24,47.65,521.06,2388.12,8154.56,8.4393,392,38.88,23.2939
118,-0.0034,-0.0002,100.0,642.36,1590.66,1409.82,553.24,2388.10,9071.89,47.54,521.39,2388.08,8152.61,8.4355,394,38.81,23.3096
119,0.0002,-0.0003,100.0,643.34,1598.92,1417.81,553.81,2388.10,9067.56,47.41,521.56,2388.08,8153.72,8.4699,393,38.71,23.3525
120,-0.0014,-0.0003,100.0,642.86,1587.92,1416.80,553.04,2388.06,9076.02,47.49,520.82,2388.08,8154.38,8.4282,392,38.78,23.3544
121,-0.0040,-0.0002,100.0,642.78,1596.90,1405.23,553.13,2388.10,9077.50,47.63,521.03,2388.01,8153.22,8.4525,393,38.68,23.2816
122,-0.0001,-0.0004,100.0,642.75,1595.01,1412.52,554.11,2388.07,9074.90,47.63,521.20,2388.05,8154.17,8.4047,392,38.79,23.3574
123,0.0003,0.0001,100.0,643.09,1593.01,1406.91,553.79,2388.10,9081.58,47.57,520.83,2388.11,8152.76,8.4637,395,38.82,23.2743
124,-0.0002,0.0003,100.0,642.78,1586.57,1411.73,553.50,2388.04,9073.70,47.65,522.02,2388.03,8150.54,8.4309,394,38.68,23.3812
125,0.0016,0.0004,100.0,642.74,1596.84,1415.08,553.78,2388.05,9076.82,47.60,520.81,2388.12,8154.83,8.4561,392,38.60,23.2129
126,0.0032,-0.0001,100.0,642.83,1587.89,1409.79,552.98,2388.06,9070.98,47.86,520.80,2388.12,8151.43,8.4727,394,38.85,23.2339
127,-0.0018,-0.0000,100.0,642.73,1589.07,1410.14,552.85,2388.09,9075.96,47.65,521.19,2388.09,8151.73,8.4810,392,38.75,23.3204
128,0.0002,0.0004,100.0,642.66,1593.39,1404.69,552.87,2388.09,9082.89,47.76,521.24,2388.14,8153.63,8.4696,393,38.77,23.2715
129,-0.0016,0.0002,100.0,642.98,1591.53,1403.59,553.88,2388.14,9085.57,47.54,520.71,2388.07,8158.43,8.4625,393,38.91,23.2006
130,-0.0012,0.0002,100.0,643.14,1595.58,1414.74,552.91,2388.03,9085.82,47.48,520.45,2388.12,8157.88,8.4566,393,38.88,23.1804
131,0.0012,-0.0002,100.0,642.91,1595.10,1411.27,552.75,2388.10,9079.57,47.69,521.44,2388.07,8160.98,8.4448,394,38.80,23.2111
132,-0.0002,0.0004,100.0,643.28,1593.29,1414.60,553.30,2388.10,9084.23,47.74,520.24,2388.11,8152.14,8.4493,394,38.92,23.2981
133,0.0012,0.0001,100.0,643.28,1590.14,1404.31,553.62,2388.18,9076.83,47.63,521.70,2388.12,8154.27,8.4978,395,38.68,23.2661
134,-0.0026,0.0002,100.0,643.06,1590.00,1413.99,552.89,2388.12,9076.89,47.71,521.61,2388.05,8158.41,8.4555,395,38.76,23.3143
135,0.0022,-0.0002,100.0,642.79,1589.47,1415.74,553.96,2388.05,9088.92,47.63,521.29,2388.07,8159.22,8.4654,393,38.67,23.3103
136,0.0024,0.0003,100.0,642.80,1598.46,1416.49,553.50,2388.13,9082.33,47.80,521.27,2388.11,8157.95,8.4811,394,38.73,23.1923
137,-0.0025,-0.0003,100.0,643.00,1598.63,1404.72,553.44,2388.10,9080.32,47.75,521.36,2388.10,8157.71,8.4402,394,38.75,23.2199
138,-0.0050,0.0001,100.0,642.99,1593.81,1415.66,552.03,2388.09,9083.16,47.61,521.42,2388.11,8156.39,8.4432,395,38.90,23.1818
139,0.0031,0.0003,100.0,642.80,1591.50,1414.50,552.84,2388.09,9078.93,47.75,520.92,2388.10,8157.82,8.4764,394,38.73,23.2420
140,-0.0036,0.0005,100.0,642.81,1593.79,1407.70,552.76,2388.07,9077.88,47.77,520.93,2388.14,8150.67,8.4967,394,38.78,23.2820
141,0.0008,0.0000,100.0,642.36,1590.46,1409.85,553.44,2388.14,9089.05,47.74,520.89,2388.09,8158.30,8.4520,394,38.82,23.2730
142,-0.0020,0.0002,100.0,643.35,1594.55,1408.67,552.67,2388.04,9082.19,47.54,520.47,2388.09,8157.37,8.4607,394,38.60,23.2528
143,-0.0043,0.0003,100.0,643.02,1591.03,1412.99,552.87,2388.12,9085.94,47.72,521.22,2388.07,8154.24,8.4503,394,38.77,23.2721
144,0.0003,-0.0002,100.0,643.31,1589.41,1413.03,552.93,2388.12,9084.02,47.70,521.24,2388.10,8157.94,8.4781,394,38.61,23.2323
145,-0.0006,-0.0005,100.0,643.58,1596.80,1413.24,552.98,2388.12,9086.38,47.72,521.04,2388.16,8160.10,8.4804,395,38.62,23.2522
146,-0.0005,-0.0003,100.0,642.79,1594.28,1413.17,552.73,2388.12,9080.61,47.74,520.97,2388.11,8153.86,8.4628,393,38.61,23.1876
