cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
27,-0.0028,-0.0001,100.0,643.15,1583.97,1404.43,552.76,2388.13,9053.10,47.38,521.61,2388.11,8135.91,8.4575,393,38.95,23.3114
28,0.0002,-0.0005,100.0,643.16,1588.49,1404.82,553.49,2388.07,9051.09,47.35,521.91,2388.11,8133.00,8.4440,394,38.81,23.3402
29,-0.0016,0.0004,100.0,642.25,1591.59,1399.50,553.54,2388.12,9052.29,47.43,521.84,2388.08,8140.43,8.4147,392,38.90,23.3381
30,-0.0007,0.0001,100.0,642.29,1599.65,1404.18,553.93,2388.10,9049.99,47.58,520.97,2388.11,8130.82,8.4280,391,38.84,23.4566
31,-0.0026,0.0002,100.0,642.76,1591.84,1407.47,553.09,2388.09,9052.16,47.61,521.66,2388.05,8136.27,8.4106,394,38.94,23.3784
32,0.0004,-0.0001,100.0,642.58,1594.31,1412.26,553.93,2388.15,9046.99,47.56,521.74,2388.07,8128.06,8.4678,393,38.70,23.3007
33,0.0007,0.0002,100.0,642.62,1584.88,1411.94,553.12,2388.12,9056.42,47.55,521.47,2388.13,8137.37,8.4310,393,38.86,23.3495
34,-0.0008,0.0002,100.0,642.83,1589.25,1407.82,554.57,2388.07,9051.40,47.33,521.57,2388.07,8132.43,8.4112,393,38.83,23.2101
35,-0.0015,0.0003,100.0,643.10,1589.03,1406.63,553.97,2388.07,9051.53,47.41,521.56,2388.11,8135.45,8.4503,393,38.92,23.3144
36,-0.0029,-0.0002,100.0,642.72,1585.69,1404.53,553.90,2388.08,9054.75,47.36,521.10,2388.10,8130.97,8.4300,394,38.86,23.3018
37,0.0023,0.0001,100.0,642.53,1594.55,1406.04,553.59,2388.07,9047.97,47.50,522.11,2388.10,8131.83,8.3991,392,38.73,23.4281
38,0.0053,-0.0005,100.0,642.56,1592.53,1395.94,553.49,2388.06,9050.16,47.43,522.07,2388.06,8133.64,8.4398,392,38.84,23.2600
39,0.0006,0.0001,100.0,641.99,1592.82,1403.22,553.37,2388.09,9053.82,47.45,521.77,2388.03,8134.17,8.4324,394,38.94,23.3601
40,0.0010,0.0001,100.0,642.56,1586.88,1414.76,553.89,2388.10,9048.67,47.60,521.51,2388.09,8134.71,8.4020,393,38.79,23.2655
41,0.0052,0.0002,100.0,642.37,1589.09,1407.81,553.46,2388.12,9047.55,47.42,521.55,2388.10,8137.08,8.3876,393,38.93,23.3789
42,0.0028,0.0003,100.0,642.50,1594.35,1405.83,553.44,2388.08,9057.05,47.51,521.39,2388.08,8138.81,8.4093,394,39.00,23.3633
43,-0.0002,-0.0005,100.0,642.92,1584.08,1403.06,553.84,2388.15,9056.02,47.29,521.41,2388.06,8136.37,8.4137,394,38.83,23.3823
44,0.0019,0.0005,100.0,642.89,1591.69,1409.01,553.01,2388.11,9054.51,47.63,520.90,2388.12,8135.05,8.4286,393,38.84,23.2743
45,0.0019,0.0004,100.0,642.33,1583.65,1414.47,553.56,2388.11,9047.71,47.63,521.52,2388.10,8135.74,8.4572,392,38.71,23.2132
46,0.0013,0.0004,100.0,642.18,1587.81,1406.96,553.32,2388.07,9048.46,47.44,521.42,2388.04,8136.76,8.4329,392,38.90,23.3253
47,0.0015,-0.0004,100.0,642.30,1589.15,1403.87,553.37,2388.10,9054.85,47.33,521.38,2388.07,8133.58,8.4323,392,38.78,23.3386
48,-0.0009,0.0001,100.0,642.89,1590.43,1402.82,554.24,2388.10,9046.93,47.24,521.50,2388.10,8137.91,8.4492,393,38.75,23.3288
49,-0.0032,-0.0003,100.0,642.65,1592.88,1401.09,553.36,2388.08,9050.98,47.42,521.19,2388.07,8131.81,8.4288,391,38.77,23.3354
50,-0.0016,0.0003,100.0,642.52,1588.87,1410.20,553.53,2388.08,9056.37,47.41,521.73,2388.11,8130.94,8.4187,393,38.93,23.2673
51,0.0036,0.0001,100.0,642.66,1588.25,1406.42,553.39,2388.07,9045.46,47.28,521.16,2388.19,8135.17,8.4053,392,38.96,23.3291
52,-0.0010,0.0003,100.0,642.76,1595.71,1407.25,553.44,2388.14,9059.72,47.50,521.55,2388.07,8133.94,8.4176,394,38.88,23.4306
53,-0.0017,0.0003,100.0,642.75,1587.64,1405.64,553.23,2388.11,9056.10,47.43,521.31,2388.06,8142.14,8.4371,391,38.88,23.2871
54,0.0026,0.0000,100.0,642.66,1592.32,1404.04,554.25,2388.09,9054.85,47.41,521.41,2388.11,8133.93,8.4330,392,39.01,23.3382
55,0.0017,-0.0005,100.0,643.36,1593.16,1406.02,553.16,2388.06,9061.87,47.43,521.47,2388.11,8133.45,8.4110,393,38.94,23.3205
56,-0.0049,-0.0001,100.0,642.73,1587.68,1410.70,554.04,2388.10,9051.63,47.33,521.52,2388.11,8137.25,8.4430,392,38.91,23.4267
57,0.0012,-0.0003,100.0,642.17,1586.87,1409.17,553.27,2388.11,9053.77,47.57,521.34,2388.14,8131.28,8.4421,393,38.70,23.2429
58,0.0019,-0.0002,100.0,642.43,1588.60,1397.56,553.56,2388.08,9054.98,47.52,521.64,2388.09,8137.10,8.3716,392,39.02,23.4188
59,0.0048,-0.0003,100.0,642.77,1583.04,1405.37,553.10,2388.08,9050.72,47.49,521.46,2388.06,8134.56,8.4492,392,38.84,23.3518
60,-0.0021,-0.0001,100.0,643.15,1584.27,1412.24,553.59,2388.12,9064.22,47.35,521.61,2388.11,8132.90,8.4217,393,38.98,23.2561
61,0.0012,0.0002,100.0,642.58,1585.26,1406.79,554.28,2388.13,9055.34,47.41,520.90,2388.09,8134.11,8.4067,393,38.71,23.4149
62,-0.0007,0.0004,100.0,642.74,1591.45,1413.67,552.42,2388.11,9048.52,47.68,521.52,2388.13,8135.12,8.4162,392,38.77,23.3285
63,-0.0014,0.0001,100.0,642.75,1586.78,1404.07,554.31,2388.11,9054.28,47.57,521.79,2388.05,8133.48,8.4393,393,38.77,23.2991
64,-0.0027,0.0000,100.0,642.49,1590.56,1411.15,553.13,2388.14,9049.91,47.62,521.36,2388.07,8132.66,8.4466,393,38.80,23.3548
65,-0.0011,-0.0002,100.0,642.31,1591.51,1402.89,552.61,2388.12,9056.07,47.50,521.32,2388.13,8126.68,8.4400,393,38.79,23.2447
66,-0.0019,-0.0003,100.0,642.66,1589.54,1406.23,553.80,2388.09,9052.73,47.51,522.00,2388.10,8134.78,8.4641,393,38.99,23.2831
67,-0.0015,0.0000,100.0,642.72,1592.75,1409.08,553.15,2388.13,9053.85,47.37,521.58,2388.14,8132.22,8.4235,393,38.80,23.3186
68,-0.0028,0.0002,100.0,642.25,1589.74,1409.74,553.57,2388.08,9052.38,47.53,521.11,2388.10,8134.16,8.3899,395,38.91,23.3465
69,0.0012,0.0002,100.0,642.11,1596.54,1403.32,553.46,2388.10,9049.13,47.32,521.46,2388.12,8131.94,8.4747,394,38.77,23.2765
70,-0.0004,0.0000,100.0,642.38,1595.85,1404.97,553.39,2388.10,9054.51,47.43,521.16,2388.12,8133.71,8.4151,394,38.87,23.2444
71,-0.0015,-0.0002,100.0,642.64,1590.06,1402.53,553.48,2388.12,9056.61,47.52,521.81,2388.13,8133.32,8.4604,394,39.03,23.2930
72,0.0029,-0.0001,100.0,642.68,1591.96,1410.35,553.74,2388.09,9055.30,47.43,521.13,2388.11,8131.19,8.4674,391,38.74,23.4147
73,-0.0035,0.0004,100.0,642.40,1592.19,1406.37,554.19,2388.12,9053.28,47.59,521.66,2388.08,8132.74,8.4183,393,38.98,23.3766
74,0.0031,0.0001,100.0,642.58,1592.87,1411.19,552.89,2388.06,9054.81,47.45,521.65,2388.11,8135.58,8.4471,393,38.90,23.2455
75,-0.0015,-0.0004,100.0,642.62,1587.75,1412.69,553.66,2388.08,9052.93,47.43,521.48,2388.07,8132.11,8.4166,391,39.00,23.3384
76,-0.0001,0.0004,100.0,643.02,1591.16,1413.66,552.75,2388.08,9051.73,47.47,521.37,2388.09,8135.07,8.4554,393,38.73,23.3715
77,0.0030,0.0001,100.0,642.04,1593.28,1410.19,553.57,2388.10,9061.54,47.33,521.41,2388.08,8139.13,8.4549,393,38.84,23.3698
78,-0.0025,-0.0002,100.0,643.06,1584.38,1404.31,553.59,2388.06,9054.02,47.42,521.98,2388.12,8136.47,8.4452,393,38.74,23.2229
79,0.0020,0.0001,100.0,642.15,1590.83,1401.59,553.58,2388.09,9057.10,47.46,521.39,2388.10,8135.54,8.4470,392,38.81,23.3018
80,-0.0012,0.0002,100.0,642.93,1596.73,1418.48,554.11,2388.08,9053.69,47.58,521.24,2388.11,8134.51,8.4397,393,38.80,23.2501
81,0.0046,0.0003,100.0,642.59,1577.57,1406.42,553.43,2388.09,9059.78,47.47,521.51,2388.09,8134.30,8.4234,393,38.93,23.4005
82,-0.0034,0.0000,100.0,642.88,1589.58,1404.85,552.75,2388.10,9058.71,47.42,522.03,2388.14,8134.67,8.4462,393,38.85,23.2889
83,0.0017,-0.0003,100.0,642.94,1589.36,1412.88,553.40,2388.14,9051.94,47.47,521.12,2388.14,8131.06,8.3982,394,38.92,23.3146
84,-0.0009,0.0004,100.0,642.62,1584.01,1408.34,553.82,2388.09,9046.97,47.39,521.36,2388.02,8139.12,8.4195,393,38.77,23.2720
85,-0.0010,0.0003,100.0,642.68,1586.60,1410.68,553.17,2388.08,9054.19,47.63,521.45,2388.07,8136.56,8.4592,393,38.74,23.2667
86,-0.0029,-0.0001,100.0,643.13,1591.13,1406.25,552.90,2388.15,9052.84,47.46,521.62,2388.07,8131.83,8.4542,394,38.98,23.2862
87,-0.0026,0.0005,100.0,642.40,1586.38,1409.82,553.91,2388.07,9048.49,47.61,521.82,2388.11,8137.22,8.4533,394,38.90,23.3472
88,0.0011,-0.0005,100.0,642.39,1592.67,1415.76,553.18,2388.12,9059.83,47.56,521.30,2388.07,8131.43,8.4262,393,39.01,23.3342
89,-0.0005,0.0004,100.0,642.72,1591.77,1407.33,552.48,2388.10,9045.81,47.55,521.55,2388.14,8134.78,8.4325,394,38.83,23.3085
90,-0.0013,0.0003,100.0,643.06,1589.50,1409.84,553.26,2388.11,9048.47,47.37,521.10,2388.12,8132.25,8.4021,392,38.85,23.3435
91,0.0015,-0.0001,100.0,642.48,1586.62,1406.83,553.50,2388.08,9051.06,47.48,521.16,2388.12,8132.67,8.4388,393,38.79,23.3466
92,-0.0022,-0.0005,100.0,642.67,1598.35,1409.61,553.55,2388.14,9052.48,47.59,521.46,2388.09,8128.90,8.4391,392,38.82,23.2490
93,0.0024,0.0001,100.0,642.74,1592.38,1411.24,553.65,2388.09,9048.85,47.60,521.44,2388.05,8130.70,8.4161,392,38.71,23.4072
94,0.0030,0.0005,100.0,642.41,1594.83,1408.50,552.80,2388.08,9053.16,47.37,521.72,2388.09,8132.83,8.4583,391,38.89,23.3559
95,-0.0010,0.0003,100.0,642.48,1583.08,1411.22,553.64,2388.11,9056.21,47.65,521.36,2388.16,8131.67,8.4128,394,38.59,23.3604
96,0.0014,-0.0002,100.0,642.68,1592.10,1407.44,552.50,2388.12,9053.80,47.54,520.73,2388.13,8133.13,8.4092,395,38.70,23.2917
97,0.0042,-0.0001,100.0,642.39,1585.14,1408.46,553.86,2388.09,9046.40,47.34,522.07,2388.14,8135.16,8.4458,393,38.87,23.3253
98,-0.0048,0.0004,100.0,642.70,1593.11,1405.70,553.38,2388.13,9052.52,47.50,521.19,2388.13,8132.06,8.4475,394,38.91,23.2664
99,0.0023,0.0003,100.0,642.54,1591.29,1406.24,553.27,2388.12,9048.72,47.42,521.39,2388.11,8132.17,8.4566,393,38.93,23.2277
100,0.0002,-0.0005,100.0,642.80,1583.26,1413.50,553.09,2388.10,9048.83,47.60,521.17,2388.15,8132.47,8.4199,393,38.90,23.2088
101,0.0028,-0.0004,100.0,643.01,1590.03,1405.53,553.37,2388.18,9051.11,47.57,521.32,2388.14,8134.57,8.4427,392,38.76,23.2973
102,0.0030,0.0000,100.0,642.80,1591.53,1406.26,553.36,2388.14,9049.82,47.60,521.48,2388.10,8131.17,8.4443,393,38.63,23.1901
103,0.0029,0.0001,100.0,642.00,1587.59,1405.06,553.10,2388.16,9052.97,47.43,521.50,2388.08,8127.58,8.4504,393,38.62,23.2373
104,0.0003,-0.0002,100.0,642.07,1588.58,1408.88,552.89,2388.11,9052.58,47.47,521.05,2388.11,8131.35,8.4611,393,38.95,23.3712
105,0.0076,-0.0003,100.0,643.05,1586.94,1404.49,553.73,2388.14,9055.83,47.51,521.56,2388.15,8139.02,8.4452,393,38.91,23.3269
